GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
Cnot10	NM_153585	chr9:114667985-114678823	818
Dync1li1	NM_146229	chr9:114667985-114678823	818
Gmpr	NM_025508	chr13:45513696-45524592	819
Rmi1	NM_001168248	chr13:58415518-58421295	820
Hnrnpk	NM_025279	chr13:58415518-58421295	820
2210016F16Rik	NM_027335	chr13:58415518-58421295	820
Mir7-1	NR_029825	chr13:58415518-58421295	820
Srp9	NM_012058	chr1:182110758-182116335	825
Vmn1r1	NM_001166728	chr1:182110758-182116335	825
Katnal2	NM_027721	chr18:77054832-77060158	829
Pias2	NM_001164167	chr18:77054832-77060158	829
Loxl1	NM_010729	chr9:58294681-58295944	830
Pml	NM_008884	chr9:58294681-58295944	830
Stoml1	NR_028146	chr9:58294681-58295944	830
Anks1	NM_181413	chr17:28007006-28022068	831
Dst	NM_001276764	chr1:34120112-34121310	832
Acot7	NM_133348	chr4:152246105-152253477	833
Gpr153	NM_178406	chr4:152246105-152253477	833
Hes3	NM_008237	chr4:152246105-152253477	833
Icmt	NR_037908	chr4:152246105-152253477	833
Armc12	NM_026290	chr17:28556724-28557996	835
Clps	NM_025469	chr17:28556724-28557996	835
Lhfpl5	NM_026571	chr17:28556724-28557996	835
Clpsl2	NM_001034871	chr17:28556724-28557996	835
Gja5	NM_008121	chr3:97007255-97015436	837
Rab3gap2	NM_001163754	chr1:185229542-185230210	840
Snora36b	NR_034044	chr1:185229542-185230210	840
Mir664	NR_035529	chr1:185229542-185230210	840
Slc17a5	NM_001276452	chr9:78537297-78547184	841
Cherp	NM_138585	chr8:72460181-72469575	843
1700030K09Rik	NM_028170	chr8:72460181-72469575	843
Calr3	NM_028500	chr8:72460181-72469575	843
Slc35e1	NM_177766	chr8:72460181-72469575	843
Eps15l1	NM_007944	chr8:72460181-72469575	843
Lclat1	NM_001177967	chr17:73118765-73126648	844
Gm5082	NM_001145878	chr13:41660096-41662941	847
Napb	NM_019632	chr2:148717217-148721316	853
Nxt1	NM_001110159	chr2:148717217-148721316	853
Cstl1	NM_177655	chr2:148717217-148721316	853
Gzf1	NM_028986	chr2:148717217-148721316	853
Memo1	NM_133771	chr17:74264609-74270657	854
Dpy30	NM_001146223	chr17:74264609-74270657	854
Dnm2	NM_001253894	chr9:21449721-21452189	856
Qtrt1	NM_021888	chr9:21449721-21452189	856
Gm16853	NR_045742	chr9:21449721-21452189	856
Mir199a-1	NR_029585	chr9:21449721-21452189	856
Galnt5	NM_172855	chr2:58001630-58007340	858
Ermn	NM_029972	chr2:58001630-58007340	858
Inpp4a	NM_030266	chr1:37336035-37342172	861
Mtmr12	NM_172958	chr15:12211711-12224422	864
Mir1898	NR_035443	chr15:12211711-12224422	864
Duoxa1	NM_145395	chr2:122305194-122306362	866
Duox2	NM_177610	chr2:122305194-122306362	866
Duoxa2	NM_025777	chr2:122305194-122306362	866
Duox1	NM_001099297	chr2:122305194-122306362	866
B4galnt3	NM_198884	chr6:120274925-120277324	867
Traf3ip3	NM_153137	chr1:193197939-193214329	868
A130010J15Rik	NM_181048	chr1:193197939-193214329	868
Irf6	NM_016851	chr1:193197939-193214329	868
Hsd11b1	NM_001044751	chr1:193197939-193214329	868
Colq	NM_009937	chr14:31557388-31565130	871
Med29	NM_026042	chr7:28382671-28386785	873
Rps16	NM_013647	chr7:28382671-28386785	873
AF357399	NR_028129	chr7:28382671-28386785	873
Paf1	NM_019458	chr7:28382671-28386785	873
Plekhg2	NM_138752	chr7:28382671-28386785	873
Supt5	NM_013676	chr7:28382671-28386785	873
Zfp36	NM_011756	chr7:28382671-28386785	873
Samd4b	NM_175021	chr7:28382671-28386785	873
Slc22a15	NM_001039371	chr3:101912125-101916821	874
Sdccag8	NM_029756	chr1:176933490-176949604	875
Pqlc1	NM_001164420	chr18:80287533-80289273	876
Hsbp1l1	NM_001136181	chr18:80287533-80289273	876
Pik3c2b	NM_001099276	chr1:133069250-133072233	877
Mdm4	NM_008575	chr1:133069250-133072233	877
Tcof1	NM_011552	chr18:60867018-60870285	878
Arsi	NM_001038499	chr18:60867018-60870285	878
Extl1	NM_019578	chr4:134351986-134356503	879
Pafah2	NM_133880	chr4:134351986-134356503	879
Mir680-3	NR_030449	chr10:25876871-25884768	883
4930401C15Rik	NR_045349	chr10:25876871-25884768	883
Tspan3	NM_019793	chr9:56132200-56152385	884
Pla2g16	NM_139269	chr19:7585265-7592379	886
Hrasls5	NM_025731	chr19:7585265-7592379	886
Lgals12	NM_019516	chr19:7585265-7592379	886
Ppil1	NM_026845	chr17:29247908-29254023	888
Cpne5	NM_153166	chr17:29247908-29254023	888
BC004004	NM_030561	chr17:29247908-29254023	888
Irgm2	NM_019440	chr11:58211155-58223947	890
Mrpl22	NM_175001	chr11:58211155-58223947	890
Gm12250	NM_001135115	chr11:58211155-58223947	890
Igtp	NM_018738	chr11:58211155-58223947	890
Gemin5	NM_172558	chr11:58211155-58223947	890
Gm608	NM_001029889	chr16:44215544-44221766	892
Dkk3	NM_015814	chr7:112180302-112192439	893
Mical2	NM_177282	chr7:112180302-112192439	893
