CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr15	80052107	80075604	8_Myog_60hr_MT_peak_14708_lociStitched		Pdgfb,Snord43,Syngr1,Rpl3,Snord83b	Snord83b	371
chr19	41993615	42018172	2_MyoD_2d_MT_peak_8124_lociStitched, 7_Myog_60hr_MT_peak_21229_lociStitched	Ubtd1	Mms19,Ankrd2,Hoga1,4933411K16Rik	Ubtd1	372, 129
chr11	103227428	103246725	12_Myog_60hr_MT_peak_7562_lociStitched, 3_MyoD_2d_MT_peak_2946_lociStitched	Map3k14	1700023F06Rik,Spata32	Spata32	374, 531
chr11	102984622	103003663	11_Myog_60hr_MT_peak_7523_lociStitched, 3_MyoD_2d_MT_peak_2937_lociStitched	Dcakd	Nmt1,2410004I01Rik,C1ql1	Dcakd	375, 253
chr2	52319020	52335334	5_Pbx1mt_peak_8981_lociStitched	Neb	4930573O16Rik	Neb	376
chr11	5009769	5016596	2_MyoD_2d_MT_peak_2152_lociStitched, 2_Myog_60hr_MT_peak_5108_lociStitched	Ap1b1	Rasl10a,Gas2l1	Ap1b1	378, 741
chr17	29409711	29440336	10_Myog_60hr_MT_peak_17866_lociStitched		Fgd2	Fgd2	378
chr17	29409711	29440336	10_Myog_60hr_MT_peak_17866_lociStitched		Fgd2	Fgd2	378
chr10	23596669	23620495	7_Pbx1mt_peak_1718_lociStitched			Snora33	380
chr5	125226239	125254259	7_Myog_60hr_MT_peak_31609_lociStitched, 6_MyoD_2d_MT_peak_11994_lociStitched		Ncor2	Ncor2	380, 175
chr1	40833591	40842622	2_Myog_60hr_MT_peak_352_lociStitched, 3_MyoD_2d_MT_peak_141_lociStitched	Tmem182	Mfsd9	Tmem182	381, 123
chr1	53845887	53857061	4_Pbx1mt_peak_308_lociStitched, 3_Myog_60hr_MT_peak_447_lociStitched	Hecw2		Stk17b	382, 326
chr8	120243986	120323510	31_Myog_60hr_MT_peak_39160_lociStitched			Fam92b	382
chr11	69356653	69384171	10_Myog_60hr_MT_peak_6235_lociStitched	Chd3	A030009H04Rik,Kcnab3,Cntrob,Trappc1,Tmem88,Kdm6b,Cyb5d1,Lsmd1	Chd3	383
chr7	73352250	73372673	6_Myog_60hr_MT_peak_35606_lociStitched	A730056A06Rik	Rgma	Rgma	387
chr15	79984054	80028264	14_Myog_60hr_MT_peak_14701_lociStitched	Pdgfb		Pdgfb	389
chr10	81406535	81434087	21_Myog_60hr_MT_peak_4247_lociStitched	Nfic	Mfsd12,Fzr1,2210404O07Rik,Dohh,4930404N11Rik,Celf5	Nfic	390
chr13	4771066	4772765	2_Pbx1mt_peak_3294_lociStitched			Akr1e1	391
chr3	99811291	99823619	3_Pbx1mt_peak_10591_lociStitched			Spag17	394
chr7	74442708	74458671	5_Myog_60hr_MT_peak_35648_lociStitched, 3_MyoD_2d_MT_peak_13351_lociStitched	Slco3a1		Slco3a1	399, 263
chr2	77177632	77200698	4_Myog_60hr_MT_peak_23122_lociStitched	Sestd1	Ccdc141	Ccdc141	401
chr11	68022964	68049614	3_MyoD_2d_MT_peak_2524_lociStitched, 6_Myog_60hr_MT_peak_6185_lociStitched	Stx8		Stx8	402, 620
chr18	61609784	61633805	7_Myog_60hr_MT_peak_19900_lociStitched, 4_MyoD_2d_MT_peak_7670_lociStitched		Gm20748,Mir145,Mir143,Mir143hg	Gm20748	407, 280
chr4	95611342	95621398	2_MyoD_2d_MT_peak_10788_lociStitched, 2_Myog_60hr_MT_peak_27901_lociStitched	Fggy		Fggy	407, 762
chr10	84997857	85013756	3_Pbx1mt_peak_2198_lociStitched, 5_Myog_60hr_MT_peak_4407_lociStitched	Ric8b		Ric8b	409, 994
chr19	56367806	56374247	4_Myog_60hr_MT_peak_21610_lociStitched, 3_MyoD_2d_MT_peak_8256_lociStitched	Nrap	Casp7,Nrap	Nrap	410, 385
chr10	115328596	115332861	2_MyoD_2d_MT_peak_2009_lociStitched, 2_Pbx1mt_peak_2476_lociStitched		Tmem19,Rab21	Rab21	411, 285
chr15	10917816	10942167	5_Myog_60hr_MT_peak_13386_lociStitched, 10_Pbx1mt_peak_5204_lociStitched		C1qtnf3,Amacr	C1qtnf3	414, 55
chr8	80804197	80815677	2_Pbx1mt_peak_16198_lociStitched	Gab1		Smarca5	420
chr2	7089042	7090854	2_Pbx1mt_peak_8700_lociStitched, 2_MyoD_2d_MT_peak_8355_lociStitched	Celf2	Celf2	Celf2	422, 621
chr5	103766539	103790180	4_Myog_60hr_MT_peak_30905_lociStitched	Aff1		Aff1	422
chr5	103766539	103790180	4_Myog_60hr_MT_peak_30905_lociStitched	Aff1		Aff1	422
chr11	30235322	30268223	9_Myog_60hr_MT_peak_5436_lociStitched, 2_MyoD_2d_MT_peak_2281_lociStitched		Sptbn1	Sptbn1	426, 598
chr18	39240572	39251231	2_Pbx1mt_peak_7874_lociStitched	Arhgap26		Nr3c1	426
chr16	23497466	23502845	3_Pbx1mt_peak_6596_lociStitched	Masp1		Masp1	429
chr4	140601054	140637133	17_Myog_60hr_MT_peak_29178_lociStitched	Arhgef10l		Arhgef10l	429
chr4	140601054	140637133	17_Myog_60hr_MT_peak_29178_lociStitched	Arhgef10l		Arhgef10l	429
chr6	82747164	82754116	5_Myog_60hr_MT_peak_33022_lociStitched, 2_MyoD_2d_MT_peak_12561_lociStitched	Hk2		Hk2	432, 620
chr9	58266697	58275639	2_MyoD_2d_MT_peak_15106_lociStitched, 2_Pbx1mt_peak_18455_lociStitched		Loxl1,Pml,Stoml1	Stoml1	435, 604
chr7	90332835	90341933	2_Pbx1mt_peak_14728_lociStitched, 2_MyoD_2d_MT_peak_13476_lociStitched		Sytl2	Sytl2	436, 217
chr1	135466435	135491300	7_Myog_60hr_MT_peak_1771_lociStitched	Nav1	Ipo9	Ipo9	437
chr19	5809085	5850436	3_MyoD_2d_MT_peak_7899_lociStitched, 11_Myog_60hr_MT_peak_20571_lociStitched	Neat1	Slc25a45,Frmd8,Scyl1,Tigd3,Malat1	Neat1	437, 1
chr19	46177138	46192320	3_MyoD_2d_MT_peak_8160_lociStitched, 4_Pbx1mt_peak_8558_lociStitched	Gbf1	Elovl3,Pitx3	Gbf1	438, 301
chr15	81120221	81128517	3_MyoD_2d_MT_peak_5843_lociStitched, 4_Myog_60hr_MT_peak_14767_lociStitched	Mkl1	Mkl1	Mkl1	443, 839
chr13	9310902	9354092	5_Myog_60hr_MT_peak_10233_lociStitched, 5_Pbx1mt_peak_3337_lociStitched	Dip2c		Dip2c	444, 580
chr9	49893473	49926160	4_Pbx1mt_peak_18385_lociStitched, 4_MyoD_2d_MT_peak_15032_lociStitched			Ncam1	445, 285
chr9	49893473	49926160	4_Pbx1mt_peak_18385_lociStitched, 4_MyoD_2d_MT_peak_15032_lociStitched			Ncam1	445, 285
chr15	27932056	27960012	2_Pbx1mt_peak_5361_lociStitched, 7_Myog_60hr_MT_peak_13530_lociStitched	Trio		Trio	446, 960
chr8	14986732	15003807	8_Myog_60hr_MT_peak_37500_lociStitched, 6_MyoD_2d_MT_peak_13937_lociStitched	Arhgef10	Kbtbd11,BB014433	Kbtbd11	447, 207
chr6	72106353	72112979	6_Myog_60hr_MT_peak_32929_lociStitched, 2_MyoD_2d_MT_peak_12518_lociStitched	St3gal5	St3gal5,4933431G14Rik	St3gal5	448, 582
chr11	84057536	84077325	5_Myog_60hr_MT_peak_6746_lociStitched	Dusp14		Dusp14	450
chr17	45848234	45873815	8_Myog_60hr_MT_peak_18257_lociStitched			1600014C23Rik	451
chr7	30008043	30010853	4_Myog_60hr_MT_peak_34890_lociStitched, 3_MyoD_2d_MT_peak_13137_lociStitched	Zfp568	Zfp14,Zfp568	Zfp568	452, 210
chr12	79856594	79865465	2_MyoD_2d_MT_peak_3585_lociStitched, 4_Myog_60hr_MT_peak_9232_lociStitched			Zfp36l1	456, 957
chr6	149333179	149366115	3_Pbx1mt_peak_14389_lociStitched, 5_Myog_60hr_MT_peak_34322_lociStitched	2810474O19Rik	Bicd1	2810474O19Rik	456, 686
chr6	140535522	140551169	3_Myog_60hr_MT_peak_34174_lociStitched	Plekha5		Aebp2	459
chr9	119628734	119639386	4_MyoD_2d_MT_peak_15619_lociStitched	Scn10a	Scn5a	Scn5a	460
chr13	28410296	28418611	3_Pbx1mt_peak_3539_lociStitched, 2_MyoD_2d_MT_peak_4007_lociStitched			Prl5a1	464, 416
chr2	160603118	160621455	6_Myog_60hr_MT_peak_24377_lociStitched, 5_MyoD_2d_MT_peak_9342_lociStitched		Top1	Top1	465, 222
chr10	66899887	66942262	5_Myog_60hr_MT_peak_3694_lociStitched			Reep3	472
chr4	55172485	55179859	2_Pbx1mt_peak_11290_lociStitched			Rad23b	473
chr4	45506729	45525037	6_Myog_60hr_MT_peak_27347_lociStitched	Shb		Shb	474
chr11	46062215	46073355	5_Myog_60hr_MT_peak_5573_lociStitched, 4_MyoD_2d_MT_peak_2337_lociStitched	Adam19		Adam19	475, 401
chr15	83571631	83583227	9_Myog_60hr_MT_peak_14905_lociStitched, 3_MyoD_2d_MT_peak_5878_lociStitched	Ttll12,Tspo	Bik,Mcat	Tspo	478, 406
chr15	7921237	7931886	3_Myog_60hr_MT_peak_13348_lociStitched, 2_Pbx1mt_peak_5168_lociStitched	Wdr70		Gdnf	481, 413
chr8	13665621	13673565	4_Myog_60hr_MT_peak_37468_lociStitched, 3_MyoD_2d_MT_peak_13919_lociStitched	Rasa3	4932443I19Rik	Rasa3	482, 587
chr3	138049504	138070231	3_Pbx1mt_peak_10921_lociStitched, 5_Myog_60hr_MT_peak_26714_lociStitched	Gm5105		Gm5105	484, 346
chr5	139196960	139225520	5_Myog_60hr_MT_peak_31896_lociStitched	Sun1	Get4,Heatr2	Sun1	487
chr15	83154397	83169885	11_Myog_60hr_MT_peak_14861_lociStitched	Cyb5r3	Rnu12,Poldip3,Rrp7a	Cyb5r3	488
chr12	84174157	84198467	7_Myog_60hr_MT_peak_9390_lociStitched, 4_MyoD_2d_MT_peak_3641_lociStitched	Elmsan1	Pnma1	Elmsan1	489, 233
chr3	152143012	152149919	3_Pbx1mt_peak_11036_lociStitched	Gipc2	Dnajb4	Gipc2	489
chr11	102615689	102644155	5_Myog_60hr_MT_peak_7507_lociStitched	2810433D01Rik	Fzd2,Gm1564,Gm11627	2810433D01Rik	492
chr13	103976402	103978752	2_Pbx1mt_peak_4289_lociStitched			Erbb2ip	494
chr8	95374546	95422465	10_Myog_60hr_MT_peak_38697_lociStitched	Gtl3	Mmp15,Zfp319,Usb1	Gtl3	494
chr8	95374546	95422465	10_Myog_60hr_MT_peak_38697_lociStitched	Gtl3	Mmp15,Zfp319,Usb1	Gtl3	494
chr6	112848816	112879557	7_Myog_60hr_MT_peak_33624_lociStitched	Srgap3		Srgap3	495
chr3	95692772	95702352	2_Pbx1mt_peak_10549_lociStitched, 5_Myog_60hr_MT_peak_26011_lociStitched		Mcl1,Ecm1,Adamtsl4	Adamtsl4	497, 428
chr14	20805049	20806815	2_MyoD_2d_MT_peak_4753_lociStitched, 4_Myog_60hr_MT_peak_12034_lociStitched		Camk2g,Plau	Camk2g	499, 933
chr2	71644103	71667990	7_Myog_60hr_MT_peak_23003_lociStitched			Gm1631	500
chr12	3316080	3323498	2_Pbx1mt_peak_2587_lociStitched		Rab10,Kif3c	Rab10	503
chr7	67459513	67500703	7_Myog_60hr_MT_peak_35517_lociStitched			Mef2a	506
chr2	72308958	72321033	3_Myog_60hr_MT_peak_23031_lociStitched, 2_Pbx1mt_peak_9119_lociStitched	B230120H23Rik		B230120H23Rik	507, 384
chr6	146899667	146909245	3_Pbx1mt_peak_14363_lociStitched	Ppfibp1	Smco2,1700034J05Rik	Ppfibp1	507
chr11	103375328	103409271	6_Myog_60hr_MT_peak_7581_lociStitched	Plekhm1	Gm11648,Arhgap27	Plekhm1	514
chr5	151069592	151074510	2_Pbx1mt_peak_13634_lociStitched	Stard13		Stard13	514
chr17	46266153	46277914	6_Myog_60hr_MT_peak_18302_lociStitched	Tjap1	Tjap1,Lrrc73,Abcc10,Mir693,Dlk2,Polr1c,Yipf3	Tjap1	515
chr17	46266153	46277914	6_Myog_60hr_MT_peak_18302_lociStitched	Tjap1	Tjap1,Lrrc73,Abcc10,Mir693,Dlk2,Polr1c,Yipf3	Tjap1	515
chr2	126039415	126065186	5_Pbx1mt_peak_9527_lociStitched	Fgf7,Fam227b		Fgf7	515
chr2	77102540	77127231	2_Pbx1mt_peak_9159_lociStitched, 6_Myog_60hr_MT_peak_23118_lociStitched	Ccdc141		Ccdc141	516, 628
chr11	32374672	32398771	5_Myog_60hr_MT_peak_5497_lociStitched	Sh3pxd2b		Sh3pxd2b	517
chr11	32374672	32398771	5_Myog_60hr_MT_peak_5497_lociStitched	Sh3pxd2b		Sh3pxd2b	517
chr5	65086641	65096382	5_Pbx1mt_peak_13218_lociStitched		Klhl5	Klhl5	518
chr10	111719680	111725387	2_MyoD_2d_MT_peak_2001_lociStitched			4933440J02Rik	519
chr15	59091002	59109467	8_Myog_60hr_MT_peak_14028_lociStitched, 4_MyoD_2d_MT_peak_5623_lociStitched		Mtss1	Mtss1	519, 245
chr11	119856036	119891681	5_Myog_60hr_MT_peak_8313_lociStitched	Rptor	Chmp6,A430071A18Rik	A430071A18Rik	520
chr15	38709426	38714649	2_MyoD_2d_MT_peak_5497_lociStitched		Atp6v1c1	Atp6v1c1	520
chr5	96036235	96039960	4_Myog_60hr_MT_peak_30796_lociStitched, 2_Pbx1mt_peak_13364_lociStitched			Cxcl13	521, 538
chr7	109707458	109716370	2_Pbx1mt_peak_14782_lociStitched, 5_Myog_60hr_MT_peak_36247_lociStitched	Akip1,BC051019	Ascl3,Tmem9b	Akip1	524, 405
chr1	184663413	184675965	3_MyoD_2d_MT_peak_1134_lociStitched, 2_Myog_60hr_MT_peak_2616_lociStitched		4930488B22Rik	4930488B22Rik	526, 972
chr19	5928171	5944512	6_Myog_60hr_MT_peak_20582_lociStitched, 3_MyoD_2d_MT_peak_7907_lociStitched	Pola2	Cdc42ep2,Slc25a45,Dpf2,Tigd3,Slc22a20	Cdc42ep2	527, 488
chr9	9180767	9199085	4_Pbx1mt_peak_18101_lociStitched	Arhgap42	Gm16833	Gm16833	527
chr7	110619067	110654652	7_Myog_60hr_MT_peak_36280_lociStitched	Adm	Sbf2	Adm	528
chr1	131419418	131461202	5_Myog_60hr_MT_peak_1544_lociStitched, 6_Pbx1mt_peak_845_lociStitched	Srgap2		Srgap2	530, 98
chr3	79978312	79990761	3_Pbx1mt_peak_10369_lociStitched			Fam198b	531
chr10	98629293	98638494	2_Pbx1mt_peak_2379_lociStitched			Atp2b1	537
chr10	7111490	7150137	3_Pbx1mt_peak_1535_lociStitched, 9_Myog_60hr_MT_peak_2921_lociStitched	Cnksr3		Cnksr3	542, 95
chr12	54252137	54293598	10_Myog_60hr_MT_peak_8927_lociStitched		Egln3	Egln3	542
chr11	59628307	59640506	5_Myog_60hr_MT_peak_5944_lociStitched, 3_MyoD_2d_MT_peak_2449_lociStitched		Olfr225,Mprip,Olfr223	Olfr225	544, 540
chr6	72139890	72155242	7_Myog_60hr_MT_peak_32939_lociStitched, 4_MyoD_2d_MT_peak_12523_lociStitched	St3gal5	St3gal5,4933431G14Rik	4933431G14Rik	549, 447
chr5	142412746	142452611	8_Myog_60hr_MT_peak_32015_lociStitched	Foxk1	Ap5z1	Foxk1	550
chr11	78153395	78173159	6_Myog_60hr_MT_peak_6584_lociStitched	Fam222b,Traf4,Nek8	Rpl23a,Snord42a,Snord42b,Rab34,Snord4a,Tlcd1,Proca1	Traf4	551
chr13	46507962	46534772	13_Myog_60hr_MT_peak_10781_lociStitched, 3_Pbx1mt_peak_3814_lociStitched	Cap2		Cap2	552, 568
chr5	81068986	81074331	3_Pbx1mt_peak_13279_lociStitched	Lphn3		Lphn3	552
chr19	40429095	40433818	4_Myog_60hr_MT_peak_21179_lociStitched, 2_MyoD_2d_MT_peak_8114_lociStitched	Sorbs1	Sorbs1	Sorbs1	554, 465
chr5	123975901	124007515	11_Myog_60hr_MT_peak_31501_lociStitched	Hip1r,Vps37b	Ccdc62	Hip1r	555
chr16	87567517	87574466	5_Myog_60hr_MT_peak_16696_lociStitched, 2_MyoD_2d_MT_peak_6519_lociStitched	Map3k7cl		Map3k7cl	557, 448
chr3	97925412	97942700	3_Myog_60hr_MT_peak_26122_lociStitched, 4_MyoD_2d_MT_peak_9976_lociStitched	Gm5544	Sec22b,Pde4dip	Gm5544	558, 270
chr1	16996623	17008158	3_Pbx1mt_peak_65_lociStitched	Jph1		Jph1	561
chr6	67102511	67115767	2_MyoD_2d_MT_peak_12492_lociStitched, 3_Myog_60hr_MT_peak_32881_lociStitched			Gadd45a	563, 796
chr8	77487850	77492660	3_MyoD_2d_MT_peak_14216_lociStitched	Arhgap10	0610038B21Rik	0610038B21Rik	565
chr10	84335487	84402334	4_Pbx1mt_peak_2192_lociStitched, 17_Myog_60hr_MT_peak_4373_lociStitched	Nuak1		Nuak1	570, 627
chr10	84335487	84402334	4_Pbx1mt_peak_2192_lociStitched, 17_Myog_60hr_MT_peak_4373_lociStitched	Nuak1		Nuak1	570, 627
chr10	13983012	14000620	4_Myog_60hr_MT_peak_2996_lociStitched	Hivep2		Hivep2	571
chr4	123034946	123036781	3_Pbx1mt_peak_11842_lociStitched	Trit1	Mycl1	Trit1	571
chr18	5380705	5396308	6_Myog_60hr_MT_peak_19151_lociStitched, 4_MyoD_2d_MT_peak_7367_lociStitched		Zfp438	Zfp438	573, 381
chr2	112423416	112445738	7_Myog_60hr_MT_peak_23504_lociStitched, 5_Pbx1mt_peak_9340_lociStitched		Emc7,Chrm5,Katnbl1,Aven	Emc7	576, 197
chr1	86487243	86522733	8_Myog_60hr_MT_peak_960_lociStitched		Ptma	Ptma	578
chr11	119607621	119643660	7_Myog_60hr_MT_peak_8283_lociStitched	Rptor		Rptor	583
chr17	66364401	66378481	6_Myog_60hr_MT_peak_18657_lociStitched	Soga2		Soga2	585
chr17	65701380	65704090	3_MyoD_2d_MT_peak_7132_lociStitched	Rab31		Txndc2	586
chr18	20801891	20812468	4_Pbx1mt_peak_7756_lociStitched			B4galt6	586
chr19	3923446	3926642	3_Myog_60hr_MT_peak_20408_lociStitched, 2_MyoD_2d_MT_peak_7857_lociStitched	Aldh3b1	Unc93b1,Ndufs8,Tcirg1,1700055N04Rik,Aldh3b2	Aldh3b1	586, 306
chr2	33189207	33207394	6_Myog_60hr_MT_peak_22530_lociStitched	Ralgps1	Angptl2	Angptl2	587
chr10	80937685	80969776	11_Myog_60hr_MT_peak_4170_lociStitched	Gng7	Lmnb2,Gadd45b,Timm13	Gadd45b	590
chr4	82164127	82168364	3_Pbx1mt_peak_11523_lociStitched			Gm5860	590
chr17	44647931	44654749	2_Pbx1mt_peak_7311_lociStitched	Runx2		Runx2	595
chr1	89108305	89130708	4_Myog_60hr_MT_peak_1054_lociStitched	Sh3bp4		Sh3bp4	596
chr9	72205898	72220220	4_MyoD_2d_MT_peak_15315_lociStitched, 6_Pbx1mt_peak_18571_lociStitched			Zfp280d	596, 442
chr2	173243261	173265115	7_Myog_60hr_MT_peak_24826_lociStitched, 3_MyoD_2d_MT_peak_9475_lociStitched	Pmepa1	Zbp1	Pmepa1	597, 439
chr4	107003889	107018740	10_Myog_60hr_MT_peak_28050_lociStitched, 4_MyoD_2d_MT_peak_10846_lociStitched	Ssbp3	Mrpl37	Mrpl37	598, 483
chr1	63190898	63199688	2_Pbx1mt_peak_413_lociStitched	Gpr1	Eef1b2,Snora41,Ndufs1	Snora41	599
chr15	84235647	84260249	8_Myog_60hr_MT_peak_14927_lociStitched	Parvb	Samm50	Parvb	600
chr7	109628931	109637650	2_Myog_60hr_MT_peak_36244_lociStitched, 2_MyoD_2d_MT_peak_13577_lociStitched		St5	St5	602, 389
chr17	86937772	86973667	10_Myog_60hr_MT_peak_19028_lociStitched	Rhoq,Atp6v1e2	Tmem247	Rhoq	608
chr10	59623562	59642664	3_Myog_60hr_MT_peak_3501_lociStitched, 2_Pbx1mt_peak_2012_lociStitched		Mcu	Mcu	609, 498
chr7	16357546	16365545	3_Pbx1mt_peak_14415_lociStitched	Sae1	Bbc3,Zc3h4	Sae1	611
chr10	58341832	58359422	2_MyoD_2d_MT_peak_1551_lociStitched, 3_Pbx1mt_peak_1990_lociStitched	Lims1	Lims1	Lims1	612, 598
chr18	5919784	5945619	7_Myog_60hr_MT_peak_19182_lociStitched			Arhgap12	612
chr13	103239536	103247516	2_Pbx1mt_peak_4282_lociStitched	Mast4		Mast4	613
chr5	134951583	134960931	3_Myog_60hr_MT_peak_31717_lociStitched		Abhd11,Wbscr27,Cldn4,Cldn3,Wbscr25,Cldn13,Wbscr28	Cldn4	613
chr13	60002161	60012939	7_Myog_60hr_MT_peak_11184_lociStitched, 2_Pbx1mt_peak_3885_lociStitched		A530065N20Rik	A530065N20Rik	614, 270
chr11	61014238	61063494	19_Myog_60hr_MT_peak_6023_lociStitched, 5_MyoD_2d_MT_peak_2471_lociStitched	Kcnj12	Kcnj12	Kcnj12	615, 427
chr16	10331247	10380017	15_Myog_60hr_MT_peak_15778_lociStitched	Tekt5	Emp2,Nubp1	Tekt5	621
chr1	92676486	92683703	4_MyoD_2d_MT_peak_550_lociStitched		Myeov2,Otos	Otos	623
chr4	149975409	150012406	11_Myog_60hr_MT_peak_29521_lociStitched	H6pd	Spsb1	H6pd	623
chr13	31465223	31474364	5_Pbx1mt_peak_3614_lociStitched			Foxq1	625
chr7	84015170	84033231	5_Myog_60hr_MT_peak_35879_lociStitched	9930013L23Rik		9930013L23Rik	625
chr3	68608827	68610445	4_Myog_60hr_MT_peak_25635_lociStitched, 2_MyoD_2d_MT_peak_9799_lociStitched	Schip1,Gm21949		Schip1	629, 622
chr16	94533217	94544746	6_Myog_60hr_MT_peak_16886_lociStitched		Dyrk1a,Dscr3	Dscr3	630
chr5	21519274	21529374	3_MyoD_2d_MT_peak_11379_lociStitched, 2_Pbx1mt_peak_13006_lociStitched	Fbxl13	Lrrc17	Lrrc17	630, 325
chr16	43574287	43592358	2_MyoD_2d_MT_peak_6390_lociStitched, 4_Myog_60hr_MT_peak_16497_lociStitched	Zbtb20	Mir568	Mir568	632, 308
chr16	24231563	24238538	4_MyoD_2d_MT_peak_6215_lociStitched			Lpp	634
chr2	158049406	158066744	4_Pbx1mt_peak_9758_lociStitched	Rprd1b	Tti1,2010009K17Rik	Rprd1b	637
chr12	102285991	102305676	11_Myog_60hr_MT_peak_9731_lociStitched, 4_MyoD_2d_MT_peak_3774_lociStitched	Rin3		Rin3	638, 386
chr15	61240359	61244816	3_Pbx1mt_peak_5963_lociStitched			A1bg	639
chr6	89859851	89864140	2_Pbx1mt_peak_14091_lociStitched		Vmn1r44,Vmn1r43,Vmn1r42	Vmn1r43	641
chr10	118640207	118649257	3_Pbx1mt_peak_2499_lociStitched			Ifng	644
chr2	152901424	152914727	6_Myog_60hr_MT_peak_24140_lociStitched	Mylk2	Ttll9,Foxs1,Dusp15	Mylk2	650
chr5	136522947	136532318	3_Pbx1mt_peak_13563_lociStitched	Cux1		Cux1	650
chr13	30186585	30199881	4_Myog_60hr_MT_peak_10437_lociStitched	Mboat1		Mboat1	652
chr12	85602229	85607802	3_Myog_60hr_MT_peak_9473_lociStitched	Jdp2		Jdp2	655
chr11	5168544	5197456	14_Myog_60hr_MT_peak_5124_lociStitched, 4_MyoD_2d_MT_peak_2158_lociStitched	Kremen1	Emid1	Emid1	657, 599
chr9	120519043	120532346	5_Myog_60hr_MT_peak_41786_lociStitched		Rpl14,Eif1b,5830454E08Rik,Entpd3	Entpd3	659
chr8	61185320	61194639	3_Myog_60hr_MT_peak_37913_lociStitched		Sh3rf1	Sh3rf1	661
chr14	22608754	22651494	7_Pbx1mt_peak_4572_lociStitched	1700112E06Rik		4930405A10Rik	662
chr11	76487139	76497907	6_Myog_60hr_MT_peak_6511_lociStitched	Abr		Abr	665
chr3	55191675	55195377	5_Myog_60hr_MT_peak_25467_lociStitched, 3_Pbx1mt_peak_10206_lociStitched	Sohlh2	Dclk1	Sohlh2	666, 587
chr11	94133346	94145334	6_Myog_60hr_MT_peak_6977_lociStitched			Tob1	672
chr5	21144480	21148608	2_Myog_60hr_MT_peak_29914_lociStitched, 2_MyoD_2d_MT_peak_11365_lociStitched		Pion	Pion	675, 353
chr8	72566044	72589566	8_Myog_60hr_MT_peak_38195_lociStitched	Tmem38a,Smim7	Med26	Tmem38a	676
chr11	55005146	55027448	4_Myog_60hr_MT_peak_5814_lociStitched	Anxa6	Tnip1,Anxa6	Anxa6	678
chr14	76947261	76959175	4_Myog_60hr_MT_peak_13054_lociStitched, 5_Pbx1mt_peak_4901_lociStitched			Lacc1	681, 440
chr7	48870161	48888193	5_Myog_60hr_MT_peak_35287_lociStitched, 3_MyoD_2d_MT_peak_13220_lociStitched	E2f8	Csrp3	E2f8	692, 573
chr9	84178534	84184279	2_Pbx1mt_peak_18653_lociStitched			Bckdhb	692
chr1	53808845	53824462	3_Pbx1mt_peak_307_lociStitched	Hecw2	Stk17b	Stk17b	693
chr13	29737853	29746867	2_Pbx1mt_peak_3586_lociStitched	Cdkal1		Cdkal1	696
chr1	90148308	90164778	7_Myog_60hr_MT_peak_1115_lociStitched, 4_MyoD_2d_MT_peak_486_lociStitched	Iqca	Cxcr7	Iqca	698, 597
chr15	97089593	97105145	3_Myog_60hr_MT_peak_15260_lociStitched		Slc38a4	Slc38a4	702
chr7	74391347	74417459	6_Myog_60hr_MT_peak_35641_lociStitched	Slco3a1		Slco3a1	703
chr15	78503954	78512313	5_Myog_60hr_MT_peak_14553_lociStitched		Tmprss6,Sstr3,Il2rb,C1qtnf6	Il2rb	708
chr2	102112017	102142627	11_Myog_60hr_MT_peak_23392_lociStitched	Ldlrad3		Ldlrad3	714
chr11	8532824	8557460	4_Myog_60hr_MT_peak_5238_lociStitched, 4_MyoD_2d_MT_peak_2193_lociStitched	Tns3		Tns3	722, 552
chr17	12745362	12760635	7_Myog_60hr_MT_peak_17271_lociStitched	Airn,Igf2r		Airn	724
chr4	124696103	124709273	4_Myog_60hr_MT_peak_28452_lociStitched	Fhl3	Utp11l,Mir698,Inpp5b,Sf3a3,Pou3f1,Mir697	Fhl3	725
chr15	25948295	25963847	2_Myog_60hr_MT_peak_13482_lociStitched, 2_Pbx1mt_peak_5314_lociStitched	Fam134b	Zfp622	Fam134b	726, 161
chr9	56860469	56894335	7_Myog_60hr_MT_peak_40456_lociStitched	Cspg4	Imp3,Snx33,Odf3l1	Cspg4	728
chr1	160520729	160531691	2_Myog_60hr_MT_peak_2132_lociStitched, 2_MyoD_2d_MT_peak_925_lociStitched	Rabgap1l	Gpr52	Gpr52	730, 391
chr7	100911935	100960689	8_Myog_60hr_MT_peak_36126_lociStitched	Arhgef17,P2ry6	Relt,Mir3102	Arhgef17	749
chr1	182520218	182528270	3_Myog_60hr_MT_peak_2550_lociStitched, 2_MyoD_2d_MT_peak_1101_lociStitched		Capn8,Capn2	Capn2	751, 518
chr19	25426480	25440081	7_Myog_60hr_MT_peak_21004_lociStitched	Kank1		Dmrt1	753
chr12	112937870	112961715	6_Myog_60hr_MT_peak_10110_lociStitched	Nudt14,Brf1	Btbd6,Jag2	Nudt14	755
chr12	73402279	73417620	7_Myog_60hr_MT_peak_9111_lociStitched	D830013O20Rik		D830013O20Rik	759
chr17	29330712	29342253	6_Myog_60hr_MT_peak_17850_lociStitched, 5_MyoD_2d_MT_peak_6906_lociStitched	Mtch1	Pi16,Fgd2	Mtch1	761, 413
chr9	108104773	108137946	7_Myog_60hr_MT_peak_41506_lociStitched	Bsn	Apeh,Mst1,Rnf123	Apeh	763
