GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
6230400D17Rik	NR_029446	chr14:20651107-20664757	771
Usp54	NM_030180	chr14:20651107-20664757	771
Zswim8	NM_001252082	chr14:20651107-20664757	771
Bre	NM_181282	chr5:31950620-31968587,chr5:32061948-32081095	995,775
Pnmal2	NM_001099636	chr7:16940281-16956742	782
Calm3	NM_007590	chr7:16940281-16956742	782
Pnmal1	NM_001007569	chr7:16940281-16956742	782
Ptgir	NM_008967	chr7:16940281-16956742	782
Gng8	NM_010320	chr7:16940281-16956742	782
Ccdc8	NM_001101535	chr7:16940281-16956742	782
Wfikkn2	NM_181819	chr11:94221431-94246595	784
Tob1	NM_009427	chr11:94221431-94246595	784
Ttll5	NM_001081423	chr12:85969597-85974385	785
9830001H06Rik	NM_001164663	chr2:157058793-157073894	787
Tldc2	NM_001177439	chr2:157058793-157073894	787
Ctif	NM_201354	chr18:75650589-75692243	789
Gm6524	NR_028307	chr8:11684631-11722061	790
Arhgef7	NM_001113517	chr8:11684631-11722061	790
Ankrd10	NM_001167967	chr8:11684631-11722061	790
1700016D06Rik	NM_024271	chr8:11684631-11722061	790
Fchsd2	NM_001146010	chr7:101083703-101101647	794
Nek11	NM_172461	chr9:105374459-105377878	802
Aste1	NM_025651	chr9:105374459-105377878	802
Gpr142	NM_181749	chr11:114807123-114844734	805
Gprc5c	NM_001110338	chr11:114807123-114844734	805
Btbd17	NM_028055	chr11:114807123-114844734	805
Cd300a	NM_170758	chr11:114807123-114844734	805
Kif19a	NM_001102615	chr11:114807123-114844734	805
Sik1	NM_010831	chr17:31888599-31897752	810
1700011L22Rik	NM_026315	chr8:79196586-79210334	816
Pfdn1	NM_026027	chr18:36408821-36416807	820
Pkp1	NM_019645	chr1:135923349-135949180	821
Mical3	NM_001270475	chr6:120978166-120995913,chr6:121033345-121068708	823,845
Igsf23	NM_027308	chr7:19928781-19940143	824
Ceacam20	NM_027839	chr7:19928781-19940143	824
Pvr	NM_027514	chr7:19928781-19940143	824
Eml6	NM_146016	chr11:29774327-29794555	828
4931440F15Rik	NM_176829	chr11:29774327-29794555	828
Ttc7b	NM_001033213	chr12:100391819-100399547	834
Cacng1	NM_007582	chr11:107728636-107731868	838
Ninj2	NM_016718	chr6:120170192-120191238	855
Mical2	NM_001193305	chr7:112228897-112245030	865
Fzd7	NM_008057	chr1:59405418-59434324,chr1:59405418-59434324	867,867
Plekho1	NM_023320	chr3:95988990-96001262	868
Vps45	NM_013841	chr3:95988990-96001262	868
Gm9054	NR_045872	chr3:95988990-96001262	868
4933426M11Rik	NM_178682	chr12:80877188-80887339	871
1700052I22Rik	NR_033786	chr12:80877188-80887339	871
Olfm1	NM_019498	chr2:28195785-28246664	872
Ssh2	NM_177710	chr11:77442234-77447002	874
Coro6	NM_139128	chr11:77442234-77447002	874
Ankrd13b	NM_172945	chr11:77442234-77447002	874
Git1	NM_001004144	chr11:77442234-77447002	874
Pigp	NM_001159620	chr16:94348848-94362321	876
Ttc3	NM_009441	chr16:94348848-94362321	876
Ripply3	NM_133229	chr16:94348848-94362321	876
1190002N15Rik	NM_001033145	chr9:94567788-94582663	885
Mcrs1	NM_001164156	chr15:99249032-99255701	888
1700120C14Rik	NR_045627	chr15:99249032-99255701	888
Kcnh3	NM_010601	chr15:99249032-99255701	888
Slc35e4	NM_153142	chr11:3900386-3911190	891
Dusp18	NM_173745	chr11:3900386-3911190	891
4921536K21Rik	NM_026150	chr11:3900386-3911190	891
Tcn2	NM_001130459	chr11:3900386-3911190	891
Osbp2	NM_152818	chr11:3900386-3911190	891
Odf1	NM_008757	chr15:38205345-38214591	894
Hip1	NM_146001	chr5:135488780-135531724	899
Ccl26	NM_001013412	chr5:135488780-135531724	899
Ccl24	NM_019577	chr5:135488780-135531724	899
Tcf7l2	NM_009333	chr19:55747307-55781842	900
4930552P12Rik	NR_045318	chr19:55747307-55781842	900
Ncam1	NM_001081445	chr9:49654771-49673062	907
Megf10	NM_001001979	chr18:57245276-57283237	908
Cabp2	NM_013878	chr19:4090595-4094661	911
Aip	NM_016666	chr19:4090595-4094661	911
Cdk2ap2	NM_026373	chr19:4090595-4094661	911
Pitpnm1	NR_075078	chr19:4090595-4094661	911
Gpr152	NM_206973	chr19:4090595-4094661	911
Cabp4	NM_144532	chr19:4090595-4094661	911
Gstp2	NM_181796	chr19:4090595-4094661	911
BC021614	NM_144869	chr19:4090595-4094661	911
Tmem134	NM_025889	chr19:4090595-4094661	911
Galnt9	NM_001122639	chr5:110607659-110629854	925
Ddx51	NM_027156	chr5:110607659-110629854	925
Noc4l	NM_153570	chr5:110607659-110629854	925
Maml1	NM_175334	chr11:50252665-50270210	929
Mgat4b	NM_145926	chr11:50252665-50270210	929
Sqstm1	NM_011018	chr11:50252665-50270210	929
Ltc4s	NM_008521	chr11:50252665-50270210	929
Prkar2b	NM_011158	chr12:31964199-31973729	930
Hbp1	NM_153198	chr12:31964199-31973729	930
Flrt1	NM_201411	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Macrod1	NM_134147	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Cox8a	NM_007750	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Stip1	NM_016737	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Otub1	NM_134150	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Fermt3	NM_153795	chr19:7066539-7179499,chr19:7066539-7179499	932,932
Dopey2	NM_027293	chr16:93792763-93819524	935
Morc3	NM_001045529	chr16:93792763-93819524	935
Agap1	NM_178119	chr1:89509295-89522187	941
Frmpd1	NM_001081172	chr4:45259315-45275988	942
2900093L17Rik	NR_040666	chr4:45259315-45275988	942
Trmt10b	NM_027266	chr4:45259315-45275988	942
Exosc3	NM_025513	chr4:45259315-45275988	942
Slc43a2	NM_173388	chr11:75561248-75573325	945
Scarf1	NM_001004157	chr11:75561248-75573325	945
Mir3971	NR_039553	chr11:75561248-75573325	945
Pitpna	NM_008850	chr11:75561248-75573325	945
Snord12	NR_028540	chr2:167074800-167080102	946
1500012F01Rik	NM_001081005	chr2:167074800-167080102	946
Znfx1	NM_001033196	chr2:167074800-167080102	946
Lrch1	NM_001252132	chr14:74868382-74884561	947
Klf13	NM_021366	chr7:63896372-63925238	949
E030018B13Rik	NM_001256311	chr7:63896372-63925238	949
Smc3	NM_007790	chr19:53649013-53670855	950
Rassf4	NM_178045	chr6:116636937-116644515	953
Zfp422	NM_026057	chr6:116636937-116644515	953
8430408G22Rik	NM_001166580	chr6:116636937-116644515	953
Ccr7	NM_007719	chr11:99124848-99148119	955
Tns4	NM_172564	chr11:99124848-99148119	955
Casq2	NM_009814	chr3:102095496-102112507	964
Dhdds	NM_026144	chr4:134041627-134062243	965
Lin28a	NM_145833	chr4:134041627-134062243	965
Cd52	NM_013706	chr4:134041627-134062243	965
Ubxn11	NM_026257	chr4:134041627-134062243	965
Aim1l	NM_001162970	chr4:134041627-134062243	965
Afap1	NM_027373	chr5:35901524-35922321	966
C78339	NM_001033192	chr13:46611093-46629722	979
Slc16a10	NM_001114332	chr10:40069308-40084669	981
AI317395	NM_144821	chr10:40069308-40084669	981
Copg1	NM_201244	chr6:87868911-87882486	986
Cnbp	NM_001109745	chr6:87868911-87882486	986
Isy1	NM_133934	chr6:87868911-87882486	986
8430410A17Rik	NM_173737	chr6:87868911-87882486	986
Arfgap3	NM_025445	chr15:83343243-83346409	996
1700001L05Rik	NR_027980	chr15:83343243-83346409	996
Atf3	NM_007498	chr1:191216069-191225012	1002
Phldb2	NM_153412	chr16:45796771-45810515	1005
Dgkz	NM_138306	chr2:91942230-91959198	1010
Mdk	NM_001012336	chr2:91942230-91959198	1010
Chrm4	NM_007699	chr2:91942230-91959198	1010
