CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr9	121348049	121348212	1_TAP_Pax7_MB_peak_36681_lociStitched		Trak1	Trak1	436
chr18	24738452	24745062	2_TAP_Pax7_MB_peak_17571_lociStitched	Fhod3		Fhod3	438
chr2	157448463	157448583	1_TAP_Pax7_MB_peak_22187_lociStitched	Src	Src	Src	439
chr1	71998428	72002744	2_TAP_Pax7_MB_peak_1119_lociStitched	4933417E11Rik		4933417E11Rik	440
chr2	113818795	113821456	3_TAP_Pax7_MB_peak_21474_lociStitched	Scg5	Arhgap11a	Scg5	441
chr9	72711643	72723406	2_TAP_Pax7_MB_peak_35926_lociStitched	Nedd4		Nedd4	442
chr2	49706068	49714538	2_TAP_Pax7_MB_peak_20325_lociStitched	Kif5c		Lypd6b	443
chr14	48418828	48426061	2_TAP_Pax7_MB_peak_11420_lociStitched		Tmem260	Tmem260	444
chr18	75037523	75046330	2_TAP_Pax7_MB_peak_18438_lociStitched	Dym	Rpl17,BC031181	Dym	445
chr10	59991605	59996120	2_TAP_Pax7_MB_peak_4150_lociStitched	Anapc16	Ascc1,Ddit4	Ascc1	446
chr15	8586287	8590650	2_TAP_Pax7_MB_peak_12755_lociStitched			Slc1a3	447
chr6	87328571	87330089	2_TAP_Pax7_MB_peak_30547_lociStitched	Antxr1	Gkn2,Gkn1	Antxr1	448
chr6	149108472	149113232	2_TAP_Pax7_MB_peak_31369_lociStitched		Mettl20,Dennd5b	Dennd5b	449
chr9	13433951	13446531	2_TAP_Pax7_MB_peak_35044_lociStitched		Phxr4	Phxr4	451
chr10	4034636	4058468	3_TAP_Pax7_MB_peak_3102_lociStitched	Mthfd1l		Mthfd1l	452
chr10	56915237	56931566	3_TAP_Pax7_MB_peak_4107_lociStitched			Gja1	453
chr12	53146524	53146712	1_TAP_Pax7_MB_peak_7527_lociStitched	Akap6		Npas3	454
chr4	95098089	95098264	1_TAP_Pax7_MB_peak_26430_lociStitched		Jun	Jun	455
chr18	42975758	42976142	1_TAP_Pax7_MB_peak_17793_lociStitched	Ppp2r2b		Ppp2r2b	457
chr13	117544089	117548356	2_TAP_Pax7_MB_peak_10504_lociStitched			Hcn1	458
chr14	99528773	99552274	5_TAP_Pax7_MB_peak_12229_lociStitched			Klf5	459
chr18	42605248	42611212	2_TAP_Pax7_MB_peak_17786_lociStitched		Gpr151	Gpr151	460
chr17	79598936	79611440	4_TAP_Pax7_MB_peak_17027_lociStitched		Rmdn2	Rmdn2	461
chr1	184708116	184708536	2_TAP_Pax7_MB_peak_2879_lociStitched		4930488B22Rik,Hlx	4930488B22Rik	462
chr11	70284859	70293468	2_TAP_Pax7_MB_peak_6239_lociStitched		Rnasek,0610010K14Rik,Mir195,Alox12e,Alox12	Alox12e	463
chr10	18457693	18463880	2_TAP_Pax7_MB_peak_3368_lociStitched	Nhsl1	Nhsl1	Nhsl1	464
chr10	56643324	56644008	2_TAP_Pax7_MB_peak_4096_lociStitched			Gja1	465
chrX	7428884	7429545	2_TAP_Pax7_MB_peak_36954_lociStitched		2010204K13Rik	2010204K13Rik	466
chr15	59759153	59759273	1_TAP_Pax7_MB_peak_13740_lociStitched		Gm19510	Gm19510	467
chr3	44139736	44145343	2_TAP_Pax7_MB_peak_22987_lociStitched				468
chr11	119855784	119855959	1_TAP_Pax7_MB_peak_6780_lociStitched	Rptor	A430071A18Rik	A430071A18Rik	469
chr4	149244599	149254619	2_TAP_Pax7_MB_peak_27085_lociStitched	Kif1b		Kif1b	470
chr11	9832573	9835463	2_TAP_Pax7_MB_peak_5391_lociStitched			Abca13	471
chr1	164416536	164419304	2_TAP_Pax7_MB_peak_2508_lociStitched	Nme7	Atp1b1	Atp1b1	472
chr17	66417882	66418090	1_TAP_Pax7_MB_peak_16816_lociStitched	Soga2		Soga2	473
chr7	84098231	84101109	2_TAP_Pax7_MB_peak_32241_lociStitched		9930013L23Rik	9930013L23Rik	474
chr17	62509633	62520003	2_TAP_Pax7_MB_peak_16734_lociStitched			Efna5	475
chr15	58220532	58220736	1_TAP_Pax7_MB_peak_13718_lociStitched		Fbxo32	Fbxo32	476
chr3	51948484	51954282	2_TAP_Pax7_MB_peak_23101_lociStitched	Maml3		Maml3	477
chr14	27069488	27070883	2_TAP_Pax7_MB_peak_10918_lociStitched	Il17rd		Il17rd	479
chr13	112348539	112351224	2_TAP_Pax7_MB_peak_10376_lociStitched	Ankrd55		Ankrd55	482
chr5	16458052	16470605	2_TAP_Pax7_MB_peak_27395_lociStitched			Hgf	483
chr16	13557907	13562585	2_TAP_Pax7_MB_peak_14428_lociStitched	Parn	2310015D24Rik	2310015D24Rik	484
chr6	146284407	146302383	3_TAP_Pax7_MB_peak_31314_lociStitched	Itpr2		Itpr2	485
chr13	45419111	45424028	3_TAP_Pax7_MB_peak_9345_lociStitched		Mylip	Mylip	486
chr7	48922994	48930563	2_TAP_Pax7_MB_peak_31710_lociStitched		Nav2,E2f8	Nav2	487
chr10	68472839	68481130	3_TAP_Pax7_MB_peak_4291_lociStitched	1700040L02Rik		1700040L02Rik	488
chr12	77079481	77079666	1_TAP_Pax7_MB_peak_7924_lociStitched			Max	490
chr3	109254060	109254176	1_TAP_Pax7_MB_peak_23933_lociStitched			Vav3	491
chr15	31374863	31375066	1_TAP_Pax7_MB_peak_13162_lociStitched		Ankrd33b	Ankrd33b	492
chr13	28152580	28157610	2_TAP_Pax7_MB_peak_8991_lociStitched		Prl5a1	Prl5a1	494
chr8	78577779	78586153	2_TAP_Pax7_MB_peak_34274_lociStitched	Slc10a7		Slc10a7	495
chr1	163302219	163308972	2_TAP_Pax7_MB_peak_2472_lociStitched	Prrx1		Prrx1	496
chr2	48438755	48445207	4_TAP_Pax7_MB_peak_20298_lociStitched			Acvr2a	497
chr7	64856196	64856919	2_TAP_Pax7_MB_peak_31934_lociStitched	Fam189a1	Ndnl2	Ndnl2	498
chr5	90832564	90841531	2_TAP_Pax7_MB_peak_28470_lociStitched		Cxcl1,Il8,Cxcl3	Il8	499
chr19	16869130	16880400	3_TAP_Pax7_MB_peak_18813_lociStitched	Foxb2		Foxb2	500
chr14	72869469	72869580	1_TAP_Pax7_MB_peak_11745_lociStitched			Gm9199	501
chr17	72955544	72955682	1_TAP_Pax7_MB_peak_16903_lociStitched		Lbh	Lbh	502
chr6	4528194	4535970	3_TAP_Pax7_MB_peak_29255_lociStitched	Col1a2		Col1a2	503
chr16	93328891	93329025	1_TAP_Pax7_MB_peak_15968_lociStitched		Mir802,1810053B23Rik	1810053B23Rik	504
chr12	87898153	87906504	2_TAP_Pax7_MB_peak_8039_lociStitched		Gm1995,Gm2022,Gm2016	Gm2022	505
chr8	91772298	91784160	2_TAP_Pax7_MB_peak_34476_lociStitched		Irx3	Irx3	507
chr10	42687229	42696933	2_TAP_Pax7_MB_peak_3902_lociStitched	Ostm1		Ostm1	508
chr13	52765997	52782433	3_TAP_Pax7_MB_peak_9437_lociStitched		BB123696	BB123696	509
chr10	18477998	18484009	2_TAP_Pax7_MB_peak_3371_lociStitched	Nhsl1		Nhsl1	512
chr7	51887986	51899768	4_TAP_Pax7_MB_peak_31795_lociStitched	Gas2	Fancf	Gas2	513
chr4	45124289	45126386	2_TAP_Pax7_MB_peak_25642_lociStitched		Fbxo10,Tomm5	Tomm5	514
chr6	53577684	53581629	2_TAP_Pax7_MB_peak_30098_lociStitched	Creb5		Creb5	516
chr8	121955261	121955367	1_TAP_Pax7_MB_peak_34842_lociStitched	Banp	BC048644,Banp,Car5a,Slc7a5	Banp	517
chr14	48225776	48225976	1_TAP_Pax7_MB_peak_11413_lociStitched	Gm6498,Peli2		Gm6498	520
chr9	41723855	41736269	2_TAP_Pax7_MB_peak_35425_lociStitched			Mir125b-1	521
chr11	105408927	105409097	1_TAP_Pax7_MB_peak_6628_lociStitched	March10		March10	522
chr16	59601185	59601369	1_TAP_Pax7_MB_peak_15269_lociStitched		4930547E14Rik,Crybg3,Arl6	4930547E14Rik	524
chr19	25654466	25654688	1_TAP_Pax7_MB_peak_18963_lociStitched		Dmrt3,Dmrt2,2610016A17Rik	2610016A17Rik	525
chr2	108552725	108559330	2_TAP_Pax7_MB_peak_21380_lociStitched			Mettl15	527
chr13	5209786	5212125	2_TAP_Pax7_MB_peak_8573_lociStitched			Akr1e1	528
chr18	7978565	7988547	2_TAP_Pax7_MB_peak_17330_lociStitched			Wac	529
chr4	99954446	99957898	2_TAP_Pax7_MB_peak_26545_lociStitched	Pgm2		Pgm2	530
chr11	19986685	19986822	1_TAP_Pax7_MB_peak_5582_lociStitched	Spred2		Spred2	531
chr13	79125392	79127787	2_TAP_Pax7_MB_peak_9762_lociStitched			Nr2f1	532
chr14	67911506	67918162	5_TAP_Pax7_MB_peak_11651_lociStitched	Dock5		Dock5	534
chr4	129322575	129325302	2_TAP_Pax7_MB_peak_26871_lociStitched	Rbbp4	Sync,Zbtb8os	Rbbp4	535
