CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr18	4969746	4980519	2_Pbx1mt_peak_7649_lociStitched, 3_Myog_60hr_MT_peak_19130_lociStitched			Svil	517, 688
chr3	38073984	38084841	4_Pbx1mt_peak_10082_lociStitched			5430434I15Rik	519
chr2	61450819	61454826	4_Pbx1mt_peak_9068_lociStitched			Tank	521
chr1	157062474	157101823	10_Myog_60hr_MT_peak_2106_lociStitched	Tex35		Tex35	522
chr15	64355998	64364394	2_Pbx1mt_peak_6097_lociStitched	Asap1	Asap1	Asap1	523
chr17	65648847	65666799	4_Myog_60hr_MT_peak_18627_lociStitched, 2_MyoD_2d_MT_peak_7130_lociStitched	Rab31	Txndc2,Vapa	Txndc2	525, 357
chr2	127845594	127850685	2_Pbx1mt_peak_9539_lociStitched		Acoxl,Bub1	Acoxl	525
chr2	6366575	6379992	3_MyoD_2d_MT_peak_8346_lociStitched	Usp6nl		Usp6nl	527
chr4	129827274	129830127	3_Pbx1mt_peak_11886_lociStitched	Ptp4a2		Ptp4a2	528
chr15	55431204	55441029	2_Pbx1mt_peak_5803_lociStitched	Col14a1		Mrpl13	529
chr17	45994628	46036814	5_Myog_60hr_MT_peak_18278_lociStitched	Vegfa	Vegfa	Vegfa	532
chr7	51818367	51832110	4_Pbx1mt_peak_14525_lociStitched		Gas2,Fancf	Fancf	532
chr19	37954786	37956379	3_Pbx1mt_peak_8518_lociStitched	Myof		Myof	533
chr16	33878225	33889429	2_Pbx1mt_peak_6691_lociStitched	Itgb5	Itgb5	Itgb5	534
chr9	56544748	56553033	2_MyoD_2d_MT_peak_15068_lociStitched			Hmg20a	534
chr15	64542214	64546345	3_Pbx1mt_peak_6107_lociStitched			Asap1	535
chr8	36961712	36973739	3_Pbx1mt_peak_15579_lociStitched		AI429214,Dlc1	Dlc1	536
chr4	133378244	133407805	7_Myog_60hr_MT_peak_28754_lociStitched	Slc9a1	Mir5122,Wdtc1	Mir5122	538
chr3	37128345	37129629	2_Pbx1mt_peak_10061_lociStitched		Il2	Il2	539
chr8	110789160	110797419	5_Myog_60hr_MT_peak_38940_lociStitched	Il34	Snord111,Cog4,Sf3b3	Il34	539
chr15	59230671	59242045	3_Pbx1mt_peak_5938_lociStitched			Zfp572	540
chr2	35651578	35682288	10_Myog_60hr_MT_peak_22632_lociStitched	Dab2ip	Dab2ip	Dab2ip	540
chr6	140484131	140490502	3_MyoD_2d_MT_peak_12949_lociStitched	Plekha5		Plekha5	542
chr1	45626025	45628167	2_Pbx1mt_peak_239_lociStitched			Col5a2	543
chr2	113440452	113444819	2_MyoD_2d_MT_peak_8986_lociStitched	Fmn1		Fmn1	543
chr13	52175675	52188162	2_MyoD_2d_MT_peak_4278_lociStitched, 3_Myog_60hr_MT_peak_10976_lociStitched			4921525O09Rik	544, 689
chr17	54155978	54171125	3_Pbx1mt_peak_7358_lociStitched			Slc5a7	544
chr12	73265585	73274281	3_Pbx1mt_peak_2890_lociStitched	Mnat1	Slc38a6,Trmt5	Trmt5	545
chr13	70724732	70731693	3_Myog_60hr_MT_peak_11305_lociStitched	Adamts16		BC018507	545
chr13	43262134	43269383	2_MyoD_2d_MT_peak_4168_lociStitched, 2_Myog_60hr_MT_peak_10678_lociStitched	Gfod1		Gfod1	546, 992
chr16	24909003	24913892	3_Pbx1mt_peak_6626_lociStitched	Lpp		A230028O05Rik	546
chr15	56654925	56670477	4_Pbx1mt_peak_5867_lociStitched	Has2	Has2as	Has2as	547
chr15	79357430	79392077	7_Myog_60hr_MT_peak_14644_lociStitched	Maff,Tmem184b,Mir1943	Pla2g6,Csnk1e	Mir1943	547
chr3	65633705	65643176	2_Pbx1mt_peak_10315_lociStitched, 2_MyoD_2d_MT_peak_9782_lociStitched		Lekr1	Lekr1	548, 277
chr5	16056881	16064199	3_Pbx1mt_peak_12958_lociStitched	Cacna2d1		Cacna2d1	549
chr6	52074990	52092252	4_MyoD_2d_MT_peak_12413_lociStitched, 6_Pbx1mt_peak_13931_lociStitched			Skap2	550, 393
chr6	58593949	58609696	6_Pbx1mt_peak_13983_lociStitched	Abcg2		Abcg2	550
chr8	128646568	128655079	4_Myog_60hr_MT_peak_39807_lociStitched		Itgb1	Itgb1	553
chr14	22887183	22919240	6_Pbx1mt_peak_4584_lociStitched	1700112E06Rik		Gm10248	554
chr1	8320582	8324233	2_Pbx1mt_peak_15_lociStitched			Sntg1	555
chr18	53264218	53268798	3_MyoD_2d_MT_peak_7604_lociStitched, 3_Myog_60hr_MT_peak_19726_lociStitched	Snx24		Snx24	555, 1013
chr14	101561574	101587936	6_Pbx1mt_peak_4970_lociStitched	Tbc1d4		Tbc1d4	556
chr8	67931110	67950933	3_MyoD_2d_MT_peak_14139_lociStitched		Psd3	Psd3	556
chr13	99125052	99129940	2_MyoD_2d_MT_peak_4548_lociStitched		2310020H05Rik	2310020H05Rik	557
chr2	125540597	125549492	2_Pbx1mt_peak_9515_lociStitched		Fbn1	Fbn1	557
chr9	66116186	66121708	3_Pbx1mt_peak_18506_lociStitched	Snx1	Fam96a,Dapk2,Snx22	Snx1	558
chr19	3823893	3840007	3_Myog_60hr_MT_peak_20403_lociStitched, 2_MyoD_2d_MT_peak_7856_lociStitched		Chka	Chka	559, 501
chr2	14136972	14145772	2_Pbx1mt_peak_8745_lociStitched	Stam	Tmem236	Tmem236	559
chr2	59670475	59685667	3_Myog_60hr_MT_peak_22862_lociStitched	Tanc1		Tanc1	560
chr8	46868329	46876365	3_Pbx1mt_peak_15671_lociStitched			Enpp6	560
chr8	110649305	110679394	10_Myog_60hr_MT_peak_38914_lociStitched	Vac14	Mtss1l	Vac14	561
chr15	33693143	33702488	2_Pbx1mt_peak_5462_lociStitched		4930592A05Rik,Tspyl5	Tspyl5	562
chr15	79730309	79765668	6_Myog_60hr_MT_peak_14673_lociStitched	Dnalc4,Sun2,Gm16576	Josd1,Nptxr,Sun2,Gtpbp1	Gm16576	562
chr8	61796654	61804106	2_Pbx1mt_peak_15751_lociStitched	Palld		Palld	563
chr2	58505548	58510371	2_Pbx1mt_peak_9010_lociStitched	Acvr1		Acvr1	564
chr4	55730267	55738985	2_Myog_60hr_MT_peak_27490_lociStitched			Klf4	564
chr1	193381976	193407738	6_Myog_60hr_MT_peak_2854_lociStitched		Camk1g	Camk1g	565
chr5	74897304	74904082	2_Pbx1mt_peak_13248_lociStitched		Gm6116	Gm6116	565
chr1	90497532	90513707	3_MyoD_2d_MT_peak_499_lociStitched			Cops8	566
chr3	80874149	80885558	3_Pbx1mt_peak_10371_lociStitched	Glrb		Glrb	566
chr4	136135366	136148563	4_Myog_60hr_MT_peak_28958_lociStitched	Id3	E2f2	Id3	566
chr3	37805839	37817003	2_Pbx1mt_peak_10070_lociStitched			Gm5148	567
chr6	72734625	72749171	4_MyoD_2d_MT_peak_12548_lociStitched	Tcf7l1	Tcf7l1	Tcf7l1	567
chr1	191251459	191299836	9_Myog_60hr_MT_peak_2761_lociStitched, 3_MyoD_2d_MT_peak_1185_lociStitched		Tmem206,Nenf	Nenf	568, 588
chr14	22813314	22823284	4_MyoD_2d_MT_peak_4796_lociStitched, 3_Pbx1mt_peak_4578_lociStitched	1700112E06Rik		4930405A10Rik	568, 631
chr2	120111215	120129824	5_Myog_60hr_MT_peak_23670_lociStitched	Ehd4		Ehd4	569
chr6	108569729	108571149	3_MyoD_2d_MT_peak_12758_lociStitched			0610040F04Rik	569
chr14	47352392	47367279	3_Myog_60hr_MT_peak_12449_lociStitched, 3_MyoD_2d_MT_peak_4956_lociStitched		Lgals3	Lgals3	572, 287
chr15	36773058	36783693	5_Pbx1mt_peak_5526_lociStitched	Ywhaz		Ywhaz	572
chr14	69438769	69447512	3_Myog_60hr_MT_peak_12884_lociStitched, 3_MyoD_2d_MT_peak_5101_lociStitched			Entpd4	574, 294
chr15	57780293	57809349	4_Pbx1mt_peak_5898_lociStitched	Zhx2		Derl1	574
chr10	63124117	63128614	2_Pbx1mt_peak_2027_lociStitched	Mypn	Atoh7	Atoh7	575
chr8	122537203	122556371	5_Myog_60hr_MT_peak_39404_lociStitched	Piezo1	Cdt1,Aprt	Piezo1	575
chr13	113485258	113491526	3_Pbx1mt_peak_4404_lociStitched	4921509O07Rik		4921509O07Rik	576
chr12	52635243	52636735	4_MyoD_2d_MT_peak_3430_lociStitched, 2_Pbx1mt_peak_2794_lociStitched		1700031P21Rik	1700031P21Rik	577, 455
chr13	99225437	99239346	3_Myog_60hr_MT_peak_11612_lociStitched	Zfp366		Zfp366	577
chr8	91206850	91218759	5_Pbx1mt_peak_17422_lociStitched	Rpgrip1l		Aktip	577
chr3	93562405	93579646	5_Pbx1mt_peak_10488_lociStitched	S100a10	S100a11	S100a10	578
chr16	86340225	86347246	3_Pbx1mt_peak_6971_lociStitched			Adamts5	579
chr3	41288892	41296233	2_Myog_60hr_MT_peak_25318_lociStitched			C430002E04Rik	580
chr14	69657046	69665793	3_Myog_60hr_MT_peak_12891_lociStitched, 2_MyoD_2d_MT_peak_5106_lociStitched	Loxl2	R3hcc1	R3hcc1	581, 299
chr15	22733055	22739908	2_Pbx1mt_peak_5264_lociStitched		Gm5803	Gm5803	581
chr17	31821762	31846791	12_Myog_60hr_MT_peak_17957_lociStitched	Sik1		Sik1	582
chr16	85137447	85148907	3_Pbx1mt_peak_6948_lociStitched	App		App	583
chr10	91177250	91183730	3_Myog_60hr_MT_peak_4499_lociStitched		Tmpo	Tmpo	584
chr18	47065271	47066456	3_Pbx1mt_peak_7940_lociStitched	Commd10		Commd10	584
chr15	26041371	26051726	4_Pbx1mt_peak_5322_lociStitched			Zfp622	585
chr12	9912424	9922067	2_Pbx1mt_peak_2636_lociStitched			Osr1	588
chr15	50691081	50698411	3_Pbx1mt_peak_5678_lociStitched	Trps1		Mir1907	589
chr13	41431859	41436966	2_MyoD_2d_MT_peak_4157_lociStitched	Nedd9		Nedd9	591
chr5	64322539	64337165	3_Myog_60hr_MT_peak_30532_lociStitched	Tbc1d1		1700027F09Rik	591
chr11	97971323	97980907	3_MyoD_2d_MT_peak_2842_lociStitched	Plxdc1	Cacnb1,Rpl19,Arl5c,Plxdc1	Plxdc1	592
chr15	52928139	52929237	2_Pbx1mt_peak_5716_lociStitched			Med30	592
chr12	116109612	116118749	3_MyoD_2d_MT_peak_3889_lociStitched	Vipr2		Vipr2	593
chr4	95434630	95440618	3_Pbx1mt_peak_11658_lociStitched			Fggy	593
chr5	149228985	149267864	7_Myog_60hr_MT_peak_32187_lociStitched	Alox5ap	5730422E09Rik,Uspl1	Alox5ap	593
chr16	45364778	45371300	5_Pbx1mt_peak_6788_lociStitched		Cd200	Cd200	594
chr17	3410371	3419891	4_Myog_60hr_MT_peak_16969_lociStitched, 3_MyoD_2d_MT_peak_6629_lociStitched	Tiam2		Tiam2	594, 463
chr5	151154825	151165026	3_Pbx1mt_peak_13641_lociStitched	Stard13		Stard13	596
chr9	76023563	76026290	3_Pbx1mt_peak_18597_lociStitched	Hmgcll1		Hmgcll1	597
chr16	57241892	57251830	3_Myog_60hr_MT_peak_16586_lociStitched, 2_Pbx1mt_peak_6861_lociStitched		Tbc1d23,Tmem30c	Tbc1d23	599, 206
chr1	54128951	54136743	2_Pbx1mt_peak_318_lociStitched	Hecw2		Hecw2	600
chr1	163561112	163562779	2_Pbx1mt_peak_1167_lociStitched			Gorab	601
chr17	64548561	64559481	2_MyoD_2d_MT_peak_7121_lociStitched	AU016765	Man2a1	AU016765	602
chr4	53478627	53504094	3_Pbx1mt_peak_11263_lociStitched	Slc44a1		Slc44a1	602
chr12	88293133	88297883	2_MyoD_2d_MT_peak_3703_lociStitched, 2_Pbx1mt_peak_3081_lociStitched		Gm7104,Gm5662,Gm5039	Gm7104	603, 407
chr2	164850208	164874809	4_Myog_60hr_MT_peak_24527_lociStitched	Pltp	Acot8,Zfp335,Spata25,Pcif1,Neurl2,Zswim3,Ctsa,Zswim1	Pltp	603
chr10	60374190	60389858	4_Myog_60hr_MT_peak_3561_lociStitched	Cdh23	Gm17455,4632428N05Rik	Gm17455	604
chr6	136903965	136911991	2_MyoD_2d_MT_peak_12931_lociStitched	Erp27	Art4,Mgp,Pde6h,Arhgdib	Erp27	604
chr5	4993198	5006007	3_MyoD_2d_MT_peak_11310_lociStitched	Cdk14		Fzd1	605
chr8	122110397	122118811	5_Myog_60hr_MT_peak_39336_lociStitched			Banp	605
chr9	78500476	78514341	4_Pbx1mt_peak_18617_lociStitched		Eef1a1	Eef1a1	605
chr15	103388613	103394093	3_Pbx1mt_peak_6447_lociStitched		Itga5,Zfp385a,Gtsf1	Itga5	606
chr4	59256040	59257921	2_Myog_60hr_MT_peak_27588_lociStitched			Ugcg	606
chr2	38531127	38547123	5_Myog_60hr_MT_peak_22686_lociStitched, 2_MyoD_2d_MT_peak_8606_lociStitched	Nek6		Nek6	607, 487
chr3	116929092	116937196	2_Pbx1mt_peak_10704_lociStitched	Palmd	4930455H04Rik	4930455H04Rik	607
chr4	128970006	128981545	3_MyoD_2d_MT_peak_10994_lociStitched		Adc,Ak2	Adc	609
chr7	111156119	111159079	3_Pbx1mt_peak_14798_lociStitched		1700012D14Rik	1700012D14Rik	609
chr2	164418454	164438591	7_Myog_60hr_MT_peak_24500_lociStitched	Sdc4	Matn4,Dbndd2,Rbpjl,Sys1,Trp53tg5	Sdc4	611
chr15	52739609	52740924	2_Pbx1mt_peak_5708_lociStitched		Med30	Med30	612
chr12	98280655	98283833	2_Pbx1mt_peak_3166_lociStitched		Galc,Gpr65	Gpr65	614
chr11	108752385	108758310	2_MyoD_2d_MT_peak_3001_lociStitched	Cep112		Cep112	615
chr12	95489292	95492288	2_Pbx1mt_peak_3149_lociStitched			Flrt2	615
chr6	54277448	54279194	4_MyoD_2d_MT_peak_12444_lociStitched	Chn2,9130019P16Rik	Prr15	Chn2	616
chr7	34969086	34988657	11_Myog_60hr_MT_peak_34972_lociStitched, 4_MyoD_2d_MT_peak_13158_lociStitched	Pepd		Pepd	616, 363
chr1	87270959	87274048	2_MyoD_2d_MT_peak_441_lociStitched	Efhd1		Efhd1	617
chr4	155216181	155246980	6_Myog_60hr_MT_peak_29733_lociStitched	Ski	2610002J02Rik	Ski	617
chr8	49312909	49327275	3_Pbx1mt_peak_15687_lociStitched			Tenm3	617
chr1	186399737	186414009	3_MyoD_2d_MT_peak_1157_lociStitched			Lyplal1	618
chr6	51170963	51178425	3_Pbx1mt_peak_13919_lociStitched			Mir148a	618
chr12	74803810	74804561	1_Pbx1mt_peak_2916_lociStitched			Kcnh5	619
chr16	4642179	4661882	8_Myog_60hr_MT_peak_15699_lociStitched	Coro7,Vasn	Glis2,Dnaja3,Pam16	Vasn	619
chr15	52786446	52805626	3_Pbx1mt_peak_5713_lociStitched			Med30	620
chr13	54301189	54322667	8_Myog_60hr_MT_peak_11021_lociStitched		Cplx2	Cplx2	622
chr1	38979976	38992956	2_Myog_60hr_MT_peak_291_lociStitched	Pdcl3	Nms	Pdcl3	624
chr2	9473016	9482231	2_Pbx1mt_peak_8709_lociStitched			1700061F12Rik	624
chr14	19737580	19748442	3_MyoD_2d_MT_peak_4735_lociStitched		Nid2	Nid2	625
chr9	92374629	92384634	3_Pbx1mt_peak_18722_lociStitched			1700057G04Rik	626
chr6	8347236	8353092	2_Pbx1mt_peak_13695_lociStitched	Gm16039		Gm16039	627
chr10	17034826	17038992	3_Pbx1mt_peak_1614_lociStitched	Gm20125		Gm20125	628
chr13	112425170	112447514	3_Pbx1mt_peak_4394_lociStitched		Il6st	Il6st	629
chr2	135361814	135373172	2_Pbx1mt_peak_9588_lociStitched	Plcb1	Mir3963	Mir3963	630
chr11	5242152	5251419	4_Myog_60hr_MT_peak_5135_lociStitched	Kremen1	Mir3079	Mir3079	631
chr5	32721488	32729264	4_Myog_60hr_MT_peak_30130_lociStitched			Pisd	632
chr5	136002496	136021738	5_Myog_60hr_MT_peak_31762_lociStitched	Dtx2	Zp3,Srcrb4d,Upk3bl,Upk3b	Dtx2	633
chr9	90182750	90204892	10_Myog_60hr_MT_peak_41193_lociStitched	Tbc1d2b,Adamts7		Adamts7	634
chr10	89764883	89776447	2_MyoD_2d_MT_peak_1874_lociStitched	Uhrf1bp1l	Actr6	Uhrf1bp1l	635
chr17	79091759	79094270	3_Pbx1mt_peak_7528_lociStitched		Qpct	Qpct	635
chr18	33889339	33910448	5_Myog_60hr_MT_peak_19449_lociStitched	Epb4.1l4a		2410004N09Rik	635
chr11	117729023	117770300	7_Myog_60hr_MT_peak_8108_lociStitched	Tnrc6c,Tmc6	Tmc8,Syngr2,6030468B19Rik,Tmc6	Tmc6	637
chr14	72770407	72790038	3_Pbx1mt_peak_4859_lociStitched			Fndc3a	638
chr5	12293689	12297719	3_Pbx1mt_peak_12522_lociStitched			Sema3d	640
chr1	21041019	21064356	3_Myog_60hr_MT_peak_122_lociStitched, 4_MyoD_2d_MT_peak_62_lociStitched	Tram2		Tram2	641, 162
chr4	118015631	118017414	3_Myog_60hr_MT_peak_28237_lociStitched, 3_MyoD_2d_MT_peak_10897_lociStitched	St3gal3		Artn	642, 355
chr6	137126315	137138874	3_Pbx1mt_peak_14335_lociStitched	Rerg		Rerg	642
chr9	57856525	57870722	3_Pbx1mt_peak_18449_lociStitched		Ubl7,Arid3b	Arid3b	643
chr12	80115575	80136821	5_Myog_60hr_MT_peak_9255_lociStitched	2310015A10Rik	Zfp36l1	2310015A10Rik	645
chr15	10890344	10901375	2_Pbx1mt_peak_5201_lociStitched			C1qtnf3	645
chr2	117140106	117152462	3_Pbx1mt_peak_9416_lociStitched	Spred1	Mir674	Spred1	646
chr4	95526612	95534215	3_Pbx1mt_peak_11664_lociStitched		Fggy	Fggy	649
chr9	61421706	61443386	10_Myog_60hr_MT_peak_40626_lociStitched, 5_MyoD_2d_MT_peak_15145_lociStitched		Tle3	Tle3	649, 506
chr1	74248873	74249865	2_Pbx1mt_peak_540_lociStitched	Arpc2	Aamp,Pnkd,Gpbar1	Arpc2	651
chr11	5840400	5867419	4_Myog_60hr_MT_peak_5167_lociStitched	Aebp1	Pgam2,Polm,Myl7,Pold2	Aebp1	651
chr9	88273263	88276507	3_Pbx1mt_peak_18701_lociStitched			Nt5e	652
chr15	51675631	51682071	2_Pbx1mt_peak_5691_lociStitched			Eif3h	653
chr15	99376290	99399824	3_Myog_60hr_MT_peak_15387_lociStitched	Tmbim6	Tmbim6,Fmnl3	Tmbim6	654
chr4	63590022	63597057	2_Pbx1mt_peak_11401_lociStitched, 5_Myog_60hr_MT_peak_27660_lociStitched	Gm11213	Atp6v1g1,1700018C11Rik,6330416G13Rik	Gm11213	654, 980
chr17	79290772	79299293	2_Pbx1mt_peak_7533_lociStitched			Cdc42ep3	655
chr1	44580396	44592126	2_Pbx1mt_peak_227_lociStitched	Gulp1		Gulp1	656
chr18	69410349	69415996	3_Pbx1mt_peak_8161_lociStitched	Tcf4		Tcf4	657
chr1	16779911	16796904	4_Pbx1mt_peak_53_lociStitched			Ly96	658
chr2	148622361	148639472	4_Pbx1mt_peak_9694_lociStitched		Nxt1,Gzf1	Nxt1	659
chr10	66849666	66853522	3_Pbx1mt_peak_2037_lociStitched			Reep3	660
chr8	120212621	120231426	11_Myog_60hr_MT_peak_39144_lociStitched		Fam92b	Fam92b	660
chr2	33343560	33353707	3_Myog_60hr_MT_peak_22545_lociStitched	Ralgps1		Ralgps1	663
chr5	53419506	53437197	4_Pbx1mt_peak_13161_lociStitched			Rbpj	664
chr4	3766442	3776390	2_Pbx1mt_peak_11078_lociStitched	Lyn		6330407A03Rik	665
chr19	36111094	36116418	2_Pbx1mt_peak_8490_lociStitched	Ankrd1	Rpp30	Ankrd1	666
chr2	50072161	50085024	3_Pbx1mt_peak_8943_lociStitched	Lypd6		Lypd6	667
chr18	55195797	55196930	1_Pbx1mt_peak_7997_lociStitched			Zfp608	668
chr7	75372011	75379855	2_Myog_60hr_MT_peak_35663_lociStitched			Sv2b	668
chr15	63360480	63371667	4_Pbx1mt_peak_6057_lociStitched			Gm20740	669
chr3	137150463	137151938	2_Pbx1mt_peak_10901_lociStitched			Emcn	670
chr13	70650086	70654584	2_Myog_60hr_MT_peak_11300_lociStitched		BC018507	BC018507	671
chr18	53885339	53903697	3_Pbx1mt_peak_7980_lociStitched	Csnk1g3		Csnk1g3	671
chr2	117745858	117749335	2_Pbx1mt_peak_9443_lociStitched			4930412B13Rik	672
chr6	135102909	135113204	2_Pbx1mt_peak_14322_lociStitched	Gprc5d	Gprc5a,Gprc5d	Gprc5d	673
chr12	16836130	16841415	2_Pbx1mt_peak_2666_lociStitched		E2f6,Greb1	E2f6	674
chr14	61155345	61173462	3_Myog_60hr_MT_peak_12693_lociStitched	Sacs		Sacs	674
chr15	52505422	52515120	5_Pbx1mt_peak_5702_lociStitched			Med30	675
chr13	28455837	28457731	2_Pbx1mt_peak_3542_lociStitched			Prl5a1	676
chr19	23133269	23136751	7_Myog_60hr_MT_peak_20946_lociStitched		Klf9,Mir1192	Klf9	677
chr4	47396189	47417783	7_Pbx1mt_peak_11234_lociStitched	Tgfbr1		Tgfbr1	677
chr16	45036946	45038944	2_Pbx1mt_peak_6773_lociStitched			Ccdc80	678
chr10	56782247	56788508	3_Pbx1mt_peak_1970_lociStitched			Gja1	679
chr17	28223907	28257300	8_Myog_60hr_MT_peak_17758_lociStitched	Def6,Ppard	Zfp523,1810013A23Rik	Ppard	679
chr1	78603020	78611382	3_Pbx1mt_peak_566_lociStitched		Acsl3,Utp14b	Acsl3	680
chr11	97888562	97909173	5_Myog_60hr_MT_peak_7168_lociStitched		Fbxo47,B230217C12Rik	Fbxo47	680
chr14	14838434	14864147	4_Pbx1mt_peak_4506_lociStitched	Nek10		Nek10	681
chr12	111691637	111705889	9_Myog_60hr_MT_peak_9983_lociStitched		Trmt61a,Apopt1,Bag5,Ckb	Bag5	682
chr2	69077032	69083309	2_Pbx1mt_peak_9091_lociStitched	Cers6		Nostrin	682
chr15	25869190	25877199	2_Myog_60hr_MT_peak_13474_lociStitched	Fam134b		Fam134b	683
chr4	95389758	95398647	3_Pbx1mt_peak_11654_lociStitched			Fggy	683
chr11	121502057	121530066	5_Myog_60hr_MT_peak_8474_lociStitched	Zfp750,Tbcd		Zfp750	684
chr4	102432038	102439648	2_Pbx1mt_peak_11741_lociStitched	Pde4b		Pde4b	685
chr5	142916652	142929667	4_Myog_60hr_MT_peak_32039_lociStitched		Actb,Fscn1,Fbxl18	Actb	685
chr9	23457295	23465577	4_Pbx1mt_peak_18175_lociStitched	Bmper		Bmper	686
chr13	41401730	41404118	2_Myog_60hr_MT_peak_10654_lociStitched, 2_Pbx1mt_peak_3747_lociStitched	Nedd9	Nedd9	Nedd9	687, 451
chr2	61061039	61083360	4_Pbx1mt_peak_9059_lociStitched			Gm13582	687
chr7	89664295	89667829	2_Pbx1mt_peak_14715_lociStitched	Me3		Me3	688
chr5	57755864	57758517	3_Pbx1mt_peak_13180_lociStitched	Pcdh7	Pcdh7,4932441J04Rik	Pcdh7	689
chr10	12689238	12695098	2_Pbx1mt_peak_1555_lociStitched	Utrn		Utrn	690
chr15	23597351	23600815	2_Pbx1mt_peak_5278_lociStitched			Cdh18	691
chr3	122430674	122440254	6_Myog_60hr_MT_peak_26508_lociStitched, 4_Pbx1mt_peak_10760_lociStitched	Bcar3		Bcar3	691, 266
chr2	167672369	167698089	6_Myog_60hr_MT_peak_24715_lociStitched	Cebpb,A530013C23Rik	Tmem189,Ube2v1	Cebpb	693
chr13	37010790	37021922	2_Pbx1mt_peak_3715_lociStitched	F13a1		F13a1	694
chr9	107611390	107626907	6_Myog_60hr_MT_peak_41476_lociStitched	Gnai2	Ifrd2,Tusc2,Nat6,Hyal1,Slc38a3,Sema3b,Hyal2,Hyal3	Sema3b	694
chr2	12325378	12329407	3_Pbx1mt_peak_8718_lociStitched		Itga8,E030013I19Rik	Itga8	695
chr4	82641098	82645960	3_Myog_60hr_MT_peak_27751_lociStitched			Nfib	695
chr13	37778333	37801893	5_Myog_60hr_MT_peak_10604_lociStitched		Rreb1	Rreb1	697
chr4	82435937	82439018	3_Pbx1mt_peak_11534_lociStitched	Nfib		Nfib	697
chr14	14593934	14604698	2_Pbx1mt_peak_4500_lociStitched			Slc4a7	698
chr13	40982827	40994995	2_Pbx1mt_peak_3743_lociStitched		Pak1ip1,Tmem14c	Pak1ip1	699
chr11	52251890	52275027	9_Myog_60hr_MT_peak_5710_lociStitched	Tcf7	Skp1a,Olfr1371	Tcf7	700
chr8	120484505	120564819	20_Myog_60hr_MT_peak_39211_lociStitched	Gse1	Gins2	Gse1	701
chr17	67978961	67996494	3_Myog_60hr_MT_peak_18689_lociStitched	Arhgap28		Arhgap28	705
chr2	92047692	92067177	5_Myog_60hr_MT_peak_23271_lociStitched		Creb3l1	Creb3l1	706
chr12	112651879	112701811	11_Myog_60hr_MT_peak_10065_lociStitched	Akt1,Zbtb42	Cep170b,Adssl1,Siva1	Zbtb42	707
chr18	4503592	4523264	4_Myog_60hr_MT_peak_19118_lociStitched, 2_MyoD_2d_MT_peak_7336_lociStitched			9430020K01Rik	709, 614
chr9	35145158	35156670	3_Myog_60hr_MT_peak_40103_lociStitched	Dcps	Tirap,4930581F22Rik,St3gal4	Dcps	710
chr18	38200134	38212916	5_Myog_60hr_MT_peak_19602_lociStitched	Pcdh1	0610009O20Rik,1700086O06Rik	Pcdh1	711
chr5	121685155	121693204	4_Myog_60hr_MT_peak_31400_lociStitched, 3_MyoD_2d_MT_peak_11934_lociStitched	Brap	Atxn2,Acad10	Atxn2	712, 394
chr4	109126953	109138791	4_Myog_60hr_MT_peak_28111_lociStitched	Osbpl9	Osbpl9	Osbpl9	713
chr4	42945172	42959649	5_Myog_60hr_MT_peak_27231_lociStitched	Dnajb5	N28178,1700022I11Rik,Vcp	Dnajb5	716
chr18	60746941	60757196	5_Myog_60hr_MT_peak_19855_lociStitched, 3_MyoD_2d_MT_peak_7647_lociStitched		Cd74,Ndst1,Rps14	Rps14	719, 330
chr17	47291567	47306769	5_Myog_60hr_MT_peak_18359_lociStitched	Trerf1		Trerf1	720
chr15	101996785	102017213	3_Myog_60hr_MT_peak_15547_lociStitched	Krt8	Krt18,Krt78	Krt8	721
chr16	33580526	33594823	9_Myog_60hr_MT_peak_16354_lociStitched	Slc12a8		Slc12a8	727
chr15	38384168	38391691	3_Myog_60hr_MT_peak_13749_lociStitched, 2_MyoD_2d_MT_peak_5489_lociStitched			Klf10	729, 449
chr3	68576658	68595754	6_Myog_60hr_MT_peak_25628_lociStitched	Schip1,Gm21949		Schip1	731
chr13	56601239	56635111	5_Myog_60hr_MT_peak_11125_lociStitched	Tgfbi		Tgfbi	734
chr13	80939281	80951644	3_Myog_60hr_MT_peak_11390_lociStitched		9330111N05Rik	9330111N05Rik	736
chr8	122342490	122345310	4_Myog_60hr_MT_peak_39381_lociStitched		Trhr2,Zc3h18	Trhr2	737
chr14	63154114	63183042	6_Myog_60hr_MT_peak_12747_lociStitched	Neil2,Fdft1	Ctsb	Fdft1	738
chr5	64505287	64518130	3_Myog_60hr_MT_peak_30548_lociStitched		1700027F09Rik,C030018K13Rik	C030018K13Rik	739
chr11	98050282	98061748	3_Myog_60hr_MT_peak_7190_lociStitched	Stac2	Cacnb1,Rpl19	Stac2	740
chr11	116513742	116523447	4_Myog_60hr_MT_peak_7992_lociStitched, 2_MyoD_2d_MT_peak_3101_lociStitched		Sphk1,Prpsap1	Sphk1	742, 462
chr3	108881164	108886525	2_Myog_60hr_MT_peak_26375_lociStitched	Fndc7	Fndc7,Prpf38b,Stxbp3a	Fndc7	743
