GENE_NAME	REFSEQ_ID	PROXIMAL_ENHANCERS	ENHANCER_RANKS
F2rl3	NM_007975	chr8:72777921-72783500	812
Pacs2	NM_001081170	chr12:113059002-113071798	813
Tssc1	NM_201357	chr12:28800221-28831285	817
Trappc12	NM_001161411	chr12:28800221-28831285	817
Slc39a11	NM_027216	chr11:113467324-113487865	818
Tmem211	NM_001033428	chr5:113187559-113221420	830
2900026A02Rik	NM_172884	chr5:113187559-113221420	830
Adamts5	NM_011782	chr16:85870015-85888123	832
Rsph3a	NM_025789	chr17:7985748-8009846	835
Afap1l2	NM_001177797	chr19:56971493-56984480	840
Eya3	NM_210071	chr4:132588575-132607816	841
Ptafr	NM_001081211	chr4:132588575-132607816	841
Tomm20	NM_024214	chr8:126903510-126928322	842
Rbm34	NM_172762	chr8:126903510-126928322	842
Tns1	NM_027884	chr1:74028953-74055698	843
Cant1	NM_001267591	chr11:118363121-118366371	848
Lgals3bp	NM_011150	chr11:118363121-118366371	848
Col4a2	NM_009932	chr8:11404653-11422244	849
Kirrel3	NM_001190912	chr9:35032380-35051586	853
St3gal2	NM_009179	chr8:110929088-110941960	857
Fuk	NR_052009	chr8:110929088-110941960	857
Sipa1l1	NM_172579	chr12:82322756-82329708	858
Fam167a	NM_177628	chr14:63439409-63471256	859
Tdh	NM_021480	chr14:63439409-63471256	859
Blk	NM_007549	chr14:63439409-63471256	859
Akna	NM_001045514	chr4:63399233-63410714	860
Orm2	NM_011016	chr4:63399233-63410714	860
Orm3	NM_013623	chr4:63399233-63410714	860
Actn4	NM_021895	chr7:28936751-28946990	861
Map4k1	NM_008279	chr7:28936751-28946990	861
Eif3k	NM_028659	chr7:28936751-28946990	861
Coro2b	NM_175484	chr9:62521782-62541772	862
Wnt7b	NM_009528	chr15:85546596-85574849	863
AU022754	NR_040433	chr15:85546596-85574849	863
7530416G11Rik	NM_001256072	chr15:85546596-85574849	863
Socs1	NM_009896	chr16:10754629-10782051	864
Prm2	NM_008933	chr16:10754629-10782051	864
Prm3	NM_013638	chr16:10754629-10782051	864
Tnp2	NM_013694	chr16:10754629-10782051	864
Prm1	NM_013637	chr16:10754629-10782051	864
5031425F14Rik	NR_015558	chr2:166420364-166442015	869
Rptor	NM_028898	chr11:119657637-119673068	870
Slc30a7	NM_023214	chr3:115961762-115969400	877
Extl2	NM_021388	chr3:115961762-115969400	877
Ldlr	NM_010700	chr9:21720203-21729684,chr9:21748137-21755263	879,909
Spc24	NM_026282	chr9:21720203-21729684,chr9:21748137-21755263	879,909
Heg1	NM_175256	chr16:33677047-33689622	881
Map2k3	NM_008928	chr11:60935401-60954067	883
Gm16515	NM_025294	chr11:60935401-60954067	883
Gm16516	NR_027800	chr11:60935401-60954067	883
Rock2	NM_009072	chr12:16850654-16853892	886
Pitpnm2	NM_011256	chr5:124206568-124224924	889
4930568K20Rik	NR_045369	chr5:124206568-124224924	889
C2cd3	NM_001017985	chr7:100458279-100469834	893
Ucp2	NM_011671	chr7:100458279-100469834	893
Ucp3	NM_009464	chr7:100458279-100469834	893
Dnajb13	NM_153527	chr7:100458279-100469834	893
Tubb2b	NM_023716	chr13:34127665-34136898	895
Psmg4	NM_001101430	chr13:34127665-34136898	895
Tubb2a	NM_009450	chr13:34127665-34136898	895
4930447K03Rik	NR_046184	chr13:34127665-34136898	895
Sh3pxd2a	NM_001164717	chr19:47248055-47283126,chr19:47316340-47331001	926,896
Rnf19b	NM_029219	chr4:129033444-129049253	897
Npl	NM_028749	chr1:153556266-153568320	898
1700066O22Rik	NR_015541	chr18:57488031-57508043	902
1700011I03Rik	NM_029290	chr18:57488031-57508043	902
4930511M06Rik	NR_027945	chr18:57488031-57508043	902
Ctxn3	NM_001134697	chr18:57488031-57508043	902
Farp1	NM_134082	chr14:121165797-121184668	903
Ctdsp1	NM_153088	chr1:74384596-74397637	904
Slc11a1	NM_013612	chr1:74384596-74397637	904
Mir26b	NR_029743	chr1:74384596-74397637	904
Gm216	NM_001033345	chr1:74384596-74397637	904
Vil1	NM_009509	chr1:74384596-74397637	904
Rere	NM_001085492	chr4:150371782-150379571	906
Kank2	NM_145611	chr9:21748137-21755263	909
Large	NM_010687	chr8:73282102-73293944	910
Kdm6b	NM_001017426	chr11:69410805-69418963	913
Tmem88	NM_025915	chr11:69410805-69418963	913
Lsmd1	NM_030083	chr11:69410805-69418963	913
Chd3	NM_146019	chr11:69410805-69418963	913
Cyb5d1	NM_001045525	chr11:69410805-69418963	913
4930449E18Rik	NR_045319	chr19:57238571-57247461	914
Dlx3	NM_010055	chr11:95099555-95111983	922
A730090H04Rik	NR_040279	chr11:95099555-95111983	922
Dlx4	NM_007867	chr11:95099555-95111983	922
Itga3	NM_013565	chr11:95099555-95111983	922
Arpc5l	NM_028809	chr2:38974407-38992271	931
Etv4	NM_008815	chr11:101830177-101839827	937
Lhfpl2	NM_172589	chr13:94062439-94074037	939
Arhgap29	NM_172525	chr3:122000011-122012982	940
Abca4	NM_007378	chr3:122000011-122012982	940
Vav2	NM_009500	chr2:27405530-27415636	944
Ctf2	NM_198858	chr7:127685331-127691908	952
Mir762	NR_030428	chr7:127685331-127691908	952
Bcl7c	NM_009746	chr7:127685331-127691908	952
Ctf1	NM_007795	chr7:127685331-127691908	952
Ston2	NM_175367	chr12:91766476-91779104	958
D130058E03	NR_073373	chr6:127329317-127335808	959
Pacsin2	NM_001159509	chr15:83444591-83454167	963
Frmd4b	NM_145148	chr6:97384967-97411616	967
Afap1	NM_027373	chr5:35950623-35974190	968
Bcl9l	NM_030256	chr9:44479338-44509986	969
Foxr1	NM_001033469	chr9:44479338-44509986	969
Cxcr5	NM_007551	chr9:44479338-44509986	969
Upk2	NM_009476	chr9:44479338-44509986	969
Sipa1l3	NM_001081028	chr7:29457911-29471670	970
Ttc7	NM_028639	chr17:87343395-87378515	973
1700011E24Rik	NM_029298	chr17:87343395-87378515	973
Rps6ka2	NM_011299	chr17:7181877-7213495	974
Sh3gl1	NM_013664	chr17:56016633-56034346	976
Mpnd	NM_026530	chr17:56016633-56034346	976
Shd	NM_001159523	chr17:56016633-56034346	976
Stap2	NM_145934	chr17:56016633-56034346	976
Hdgfrp2	NM_008233	chr17:56016633-56034346	976
Fsd1	NM_183178	chr17:56016633-56034346	976
Ubxn6	NM_024432	chr17:56016633-56034346	976
Chaf1a	NM_013733	chr17:56016633-56034346	976
Scn4a	NM_133199	chr11:106332429-106366700	977
Gh	NM_008117	chr11:106332429-106366700	977
Icam2	NM_010494	chr11:106332429-106366700	977
Cd79b	NM_008339	chr11:106332429-106366700	977
2310007L24Rik	NM_029345	chr11:106332429-106366700	977
Capn2	NM_009794	chr1:182489826-182506855	978
Ccdc12	NM_028312	chr9:110672568-110685897	985
Nradd	NM_026012	chr9:110672568-110685897	985
Nbeal2	NM_183276	chr9:110672568-110685897	985
Ak5	NM_001081277	chr3:152484291-152497360	989
Plekha6	NM_001160268	chr1:133217187-133237919	990
Gm19461	NR_037984	chr1:133217187-133237919	990
Camk2g	NM_178597	chr14:20749997-20765809	991
Chchd1	NM_025366	chr14:20749997-20765809	991
Ndst2	NM_010811	chr14:20749997-20765809	991
Zswim8	NM_001252082	chr14:20749997-20765809	991
6230400D17Rik	NR_029446	chr14:20749997-20765809	991
Smu1	NM_021535	chr4:40773928-40786893	993
Syt8	NM_018802	chr7:142428357-142437676	997
Lsp1	NM_019391	chr7:142428357-142437676	997
Tnni2	NM_009405	chr7:142428357-142437676	997
Ctsd	NM_009983	chr7:142428357-142437676	997
Olfr1423	NM_146680	chr19:12004690-12010766	999
Olfr1424	NM_146681	chr19:12004690-12010766	999
Osbp	NM_001033174	chr19:12004690-12010766	999
Gm3716	NR_045078	chr5:64567857-64580066	1001
Fam65c	NM_001080708	chr2:167984403-168005339	1003
Sirt4	NM_133760	chr5:115490128-115492261	1007
Pla2g1b	NM_011107	chr5:115490128-115492261	1007
Pxn	NM_011223	chr5:115490128-115492261	1007
Vwa1	NM_147776	chr4:155770335-155781315	1009
Mrpl20	NM_025570	chr4:155770335-155781315	1009
Tmem88b	NM_001033394	chr4:155770335-155781315	1009
Tmem240	NM_001101506	chr4:155770335-155781315	1009
Aurkaip1	NM_025338	chr4:155770335-155781315	1009
2610204G22Rik	NR_027971	chr4:155770335-155781315	1009
Ccnl2	NM_207678	chr4:155770335-155781315	1009
Atad3a	NM_179203	chr4:155770335-155781315	1009
Pmp22	NM_008885	chr11:63110430-63120365	1011
Tekt3	NM_027660	chr11:63110430-63120365	1011
Nmnat1	NM_133435	chr4:149475190-149488110	1015
Lzic	NM_026963	chr4:149475190-149488110	1015
Ctnnbip1	NM_023465	chr4:149475190-149488110	1015
Rbp7	NM_022020	chr4:149475190-149488110	1015
Ube4b	NM_022022	chr4:149475190-149488110	1015
