CHROM	START	END	REGION_ID	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank
chr6	134040352	134050611	3_Myf6_5d.nodup_peak_11005_lociStitched	Etv6		Etv6	640
chr5	63949189	63957892	2_Myf6_5d.nodup_peak_9790_lociStitched	Rell1		Rell1	642
chr1	13224925	13240732	3_Myf6_5d.nodup_peak_31_lociStitched	Ncoa2		Prdm14	643
chr11	59412121	59422293	2_Myf6_5d.nodup_peak_2047_lociStitched	Snap47	Jmjd4,Prss38	Snap47	649
chr5	134249184	134252148	2_Myf6_5d.nodup_peak_10213_lociStitched	Gtf2i	Ncf1	Ncf1	650
chr12	99341812	99354056	2_Myf6_5d.nodup_peak_3107_lociStitched	Foxn3		Foxn3	651
chr19	23520678	23532960	2_Myf6_5d.nodup_peak_6499_lociStitched			Mamdc2	652
chr8	117302175	117314839	2_Myf6_5d.nodup_peak_12468_lociStitched	Cmip	Cmip	Cmip	654
chr1	182052466	182055480	3_Myf6_5d.nodup_peak_935_lociStitched		Enah	Enah	655
chr15	73466732	73470373	2_Myf6_5d.nodup_peak_4467_lociStitched		Dennd3,Ptk2	Dennd3	656
chr13	46858277	46873036	5_Myf6_5d.nodup_peak_3498_lociStitched	Kif13a		Kif13a	657
chr4	139271645	139280822	2_Myf6_5d.nodup_peak_9345_lociStitched	Capzb	Pqlc2,Akr7a5	Pqlc2	658
chr16	84783441	84791084	2_Myf6_5d.nodup_peak_5192_lociStitched	Jam2	Mrpl39,Atp5j,Gabpa	Jam2	661
chr14	78539876	78549040	3_Myf6_5d.nodup_peak_4086_lociStitched		Akap11	Akap11	664
chr18	6280671	6281902	3_Myf6_5d.nodup_peak_5908_lociStitched		Kif5b	Kif5b	666
chr2	68871136	68874335	2_Myf6_5d.nodup_peak_7166_lociStitched	Cers6		Cers6	670
chr17	81416824	81424880	3_Myf6_5d.nodup_peak_5822_lociStitched	Slc8a1		Slc8a1	671
chr18	65133118	65137991	2_Myf6_5d.nodup_peak_6201_lociStitched	Nedd4l		Nedd4l	672
chr10	61747404	61759755	2_Myf6_5d.nodup_peak_1356_lociStitched	H2afy2	Aifm2,Mir5108	Mir5108	673
chr6	134753965	134774203	3_Myf6_5d.nodup_peak_11018_lociStitched	Dusp16		Dusp16	674
chr2	31526729	31539033	3_Myf6_5d.nodup_peak_6952_lociStitched		Fubp3	Fubp3	676
chr16	14444970	14457387	2_Myf6_5d.nodup_peak_4844_lociStitched	Abcc1		Abcc1	678
chr2	131696536	131706772	2_Myf6_5d.nodup_peak_7530_lociStitched			Mir3098	679
chr15	103089580	103094048	2_Myf6_5d.nodup_peak_4746_lociStitched			D930007P13Rik	680
chr5	122439449	122448141	2_Myf6_5d.nodup_peak_10115_lociStitched	Anapc7	Arpc3	Anapc7	681
chr2	58708857	58711867	2_Myf6_5d.nodup_peak_7108_lociStitched		Upp2	Upp2	684
chr16	31198434	31210341	2_Myf6_5d.nodup_peak_4994_lociStitched	Mir1195,Acap2		Acap2	687
chr7	6152154	6159906	2_Myf6_5d.nodup_peak_11095_lociStitched	Zfp787	Zfp444,Galp	Zfp787	689
chr2	59826823	59831157	2_Myf6_5d.nodup_peak_7121_lociStitched, 2_Mef2Da2_5d_peak_5311_lociStitched	Tanc1		Wdsub1	690, 251
chr8	71303572	71313000	2_Myf6_5d.nodup_peak_12173_lociStitched, 2_Mef2Da2_5d_peak_8581_lociStitched	Myo9b	Myo9b,Haus8	Myo9b	692, 272
chr1	87486589	87492485	2_Myf6_5d.nodup_peak_432_lociStitched	Ngef	3110079O15Rik	3110079O15Rik	693
chr11	74867290	74871176	2_Myf6_5d.nodup_peak_2179_lociStitched	Sgsm2	Snord91a,Mnt,Tsr1	Sgsm2	694
chr11	105282589	105289962	2_Myf6_5d.nodup_peak_2481_lociStitched	Tlk2	Mrc2	Mrc2	695
chr10	3414926	3422634	2_Myf6_5d.nodup_peak_1053_lociStitched	Ppp1r14c		Ppp1r14c	697
chr16	57349192	57369859	3_Myf6_5d.nodup_peak_5141_lociStitched	Filip1l,Cmss1		Filip1l	699
chr5	53262122	53274235	3_Myf6_5d.nodup_peak_9766_lociStitched	Smim20	Sel1l3	Smim20	700
chr11	32316253	32320978	2_Myf6_5d.nodup_peak_1915_lociStitched		Sh3pxd2b,Hbq1b,Hbq1a,Hba-x,Hba-a1,Hba-a2,Nprl3	Hbq1a	701
chr11	115510318	115517351	2_Myf6_5d.nodup_peak_2552_lociStitched	Hn1	Sumo2,Nt5c,Slc16a5,Nup85,Armc7	Hn1	702
chr1	179586528	179592411	2_Myf6_5d.nodup_peak_904_lociStitched	Cnst	Tfb2m	Cnst	705
chr13	55484685	55502698	4_Myf6_5d.nodup_peak_3570_lociStitched	Pdlim7,Dbn1	Ddx41,Grk6,Dok3,Dbn1,Prr7	Dbn1	706
chr1	131078797	131086213	2_Myf6_5d.nodup_peak_609_lociStitched	Mapkapk2		Mapkapk2	709
chr7	101460288	101465260	2_Myf6_5d.nodup_peak_11594_lociStitched	Pde2a	Pde2a,Mir139	Pde2a	710
chr3	7453364	7462405	2_Myf6_5d.nodup_peak_7888_lociStitched		Zc2hc1a	Zc2hc1a	713
chr18	68712225	68719080	2_Myf6_5d.nodup_peak_6244_lociStitched			4930546C10Rik	716
chr11	116285835	116296599	3_Myf6_5d.nodup_peak_2570_lociStitched	Exoc7	Galr2,Srp68,Exoc7,Foxj1,Evpl	Galr2	717
chr1	135989978	136000112	2_Myf6_5d.nodup_peak_706_lociStitched, 3_Mef2Da2_5d_peak_480_lociStitched	Igfn1	Tmem9	Igfn1	720, 311
chr10	122017077	122030081	2_Myf6_5d.nodup_peak_1730_lociStitched	Srgap1	Gm9079	Srgap1	721
chr2	48318493	48321721	2_Myf6_5d.nodup_peak_7055_lociStitched			Acvr2a	723
chr8	69176430	69184446	3_Myf6_5d.nodup_peak_12151_lociStitched		Zfp930,Lzts1	Zfp930	726
chr15	99644865	99648585	2_Myf6_5d.nodup_peak_4720_lociStitched	Racgap1	Asic1,Aqp6	Racgap1	728
chr13	49020271	49025956	2_Myf6_5d.nodup_peak_3514_lociStitched			Fam120aos	732
chr15	76976725	76980065	2_Myf6_5d.nodup_peak_4506_lociStitched		1110038F14Rik,Mb	1110038F14Rik	733
chr11	77827359	77848416	3_Myf6_5d.nodup_peak_2220_lociStitched	Myo18a	Pipox	Pipox	734
chr17	67904381	67908835	2_Myf6_5d.nodup_peak_5738_lociStitched	Arhgap28		Arhgap28	735
chr10	70057180	70060948	3_Myf6_5d.nodup_peak_1418_lociStitched		Ccdc6	Ccdc6	739
chr2	69673836	69682157	3_Myf6_5d.nodup_peak_7178_lociStitched	Klhl41	Bbs5,Fastkd1,Ppig	Klhl41	740
chr5	120514092	120515151	2_Myf6_5d.nodup_peak_10091_lociStitched	Slc24a6	Sds,Sdsl,Plbd2,Slc24a6	Slc24a6	742
chr17	10093664	10105588	2_Myf6_5d.nodup_peak_5364_lociStitched			Qk	743
chr7	24429501	24438255	4_Myf6_5d.nodup_peak_11154_lociStitched	Irgc1	Cadm4,Smg9,Plaur	Irgc1	744
chr18	6017667	6019264	2_Myf6_5d.nodup_peak_5906_lociStitched			Arhgap12	747
chr3	55270497	55278065	2_Myf6_5d.nodup_peak_8070_lociStitched	Dclk1		Dclk1	749
chr11	88704777	88710163	2_Myf6_5d.nodup_peak_2322_lociStitched	Msi2	C030037D09Rik	Msi2	751
chr8	84809196	84815812	2_Myf6_5d.nodup_peak_12259_lociStitched	Dand5	Nfix,Gadd45gip1,Calr,Farsa,Rad23a	Dand5	752
chr16	33937560	33941717	2_Myf6_5d.nodup_peak_5022_lociStitched	Itgb5	Umps	Umps	754
chr3	108310877	108323163	3_Myf6_5d.nodup_peak_8360_lociStitched	Sort1	Mybphl,Sort1	Sort1	755
chr2	118740428	118750917	2_Myf6_5d.nodup_peak_7424_lociStitched	5430417L22Rik	Phgr1,Disp2,A430105I19Rik,Plcb2,Ankrd63	5430417L22Rik	756
chr11	60975190	60978888	2_Myf6_5d.nodup_peak_2070_lociStitched		Map2k3,Kcnj12,Gm16516	Map2k3	757
chr3	19660369	19663640	2_Myf6_5d.nodup_peak_7919_lociStitched	Trim55	Crh	Trim55	758
chr6	29435963	29439553	2_Myf6_5d.nodup_peak_10427_lociStitched	Flnc	Gm9047,Ccdc136,Atp6v1f	Flnc	759
chr5	138768796	138779020	2_Myf6_5d.nodup_peak_10259_lociStitched	Fam20c	Gm5294	Fam20c	760
chr9	7784612	7790024	2_Myf6_5d.nodup_peak_12664_lociStitched	Tmem123	Birc2	Tmem123	761
chr17	56592666	56594235	2_Myf6_5d.nodup_peak_5694_lociStitched	Safb	Rpl36,Lonp1,Safb2,2410015M20Rik,Catsperd	Safb	764
chr5	134119638	134124067	2_Myf6_5d.nodup_peak_10210_lociStitched	Gatsl2		Gatsl2	765
chr3	84925324	84930952	2_Myf6_5d.nodup_peak_8172_lociStitched	Fbxw7	Dear1,Fbxw7	Fbxw7	766
chr5	66583105	66594651	2_Myf6_5d.nodup_peak_9826_lociStitched	Apbb2		Apbb2	768
chr17	56345490	56357779	2_Myf6_5d.nodup_peak_5688_lociStitched	Kdm4b	Uhrf1,Arrdc5	Kdm4b	769
chr15	78790580	78796824	3_Myf6_5d.nodup_peak_4531_lociStitched	Card10	Cdc42ep1,Mfng	Card10	771
chr1	180200933	180210348	2_Myf6_5d.nodup_peak_915_lociStitched		Adck3,Psen2	Adck3	772
chr13	44302063	44306928	2_Myf6_5d.nodup_peak_3463_lociStitched			A330076C08Rik	773
chr4	53832422	53843876	2_Myf6_5d.nodup_peak_8793_lociStitched	Tmem38b		Tmem38b	775
chr10	94563113	94568188	2_Myf6_5d.nodup_peak_1618_lociStitched	Tmcc3	Tmcc3	Tmcc3	776
chr18	65329295	65348974	3_Myf6_5d.nodup_peak_6204_lociStitched	Alpk2		Alpk2	777
chr3	96132612	96140847	3_Myf6_5d.nodup_peak_8251_lociStitched	Mir1946b,Otud7b	Mtmr11,Sv2a,Sf3b4	Mtmr11	778
chr16	34328003	34342769	3_Myf6_5d.nodup_peak_5029_lociStitched	Kalrn		Kalrn	780
chr19	24638097	24641297	2_Myf6_5d.nodup_peak_6507_lociStitched		Tmem252	Tmem252	783
chr2	172450730	172463116	2_Myf6_5d.nodup_peak_7829_lociStitched	Rtfdc1,Gcnt7	Fam209	Gcnt7	787
chr19	10952741	10959733	2_Myf6_5d.nodup_peak_6454_lociStitched		Ms4a15,Zp1,Ms4a10,Gpr44,Ccdc86	Ccdc86	788
chr5	124043554	124049932	2_Myf6_5d.nodup_peak_10146_lociStitched		Vps37b,Abcb9	Vps37b	789
chr9	123483631	123489944	2_Myf6_5d.nodup_peak_13412_lociStitched	Limd1	Sacm1l	Limd1	792
chr12	79757862	79759705	3_Myf6_5d.nodup_peak_2956_lociStitched	Rad51b		Zfp36l1	794
chr12	82103069	82106038	2_Myf6_5d.nodup_peak_2995_lociStitched			Sipa1l1	796
chr5	110797809	110802522	2_Myf6_5d.nodup_peak_10005_lociStitched	Ulk1	Chek2,Hscb,Pus1,Ep400	Ulk1	797
chr8	48293921	48295905	2_Myf6_5d.nodup_peak_12094_lociStitched, 2_Mef2Da2_5d_peak_8523_lociStitched	Tenm3		Dctd	802, 602
chr19	3333129	3344922	3_Myf6_5d.nodup_peak_6344_lociStitched	Cpt1a	Mtl5	Cpt1a	803
chr7	83979050	83986005	3_Myf6_5d.nodup_peak_11476_lociStitched	9930013L23Rik		Mesdc2	804
chr4	133166046	133176644	2_Myf6_5d.nodup_peak_9238_lociStitched	Wasf2	Cd164l2,Gpr3	Wasf2	806
chr6	134944140	134954331	2_Myf6_5d.nodup_peak_11021_lociStitched	1190002F15Rik	Cdkn1b,Apold1,Gpr19,2810454H06Rik	1190002F15Rik	808
chr12	84118375	84127190	2_Myf6_5d.nodup_peak_3013_lociStitched	Dnalc1	Acot5,Acot6,Pnma1	Dnalc1	813
chr4	41255988	41258026	2_Myf6_5d.nodup_peak_8704_lociStitched	Ubap2		Ubap2	816
chr9	114667985	114678823	3_Myf6_5d.nodup_peak_13324_lociStitched		Cnot10,Dync1li1	Dync1li1	818
chr13	45513696	45524592	2_Myf6_5d.nodup_peak_3476_lociStitched	Gmpr		Gmpr	819
chr13	58415518	58421295	3_Myf6_5d.nodup_peak_3593_lociStitched		Rmi1,Hnrnpk,2210016F16Rik,Mir7-1	Rmi1	820
chr8	118378941	118389775	2_Myf6_5d.nodup_peak_12479_lociStitched	Cdh13		Cdh13	824
chr1	182110758	182116335	2_Myf6_5d.nodup_peak_938_lociStitched		Srp9,Vmn1r1	Srp9	825
chr18	77054832	77060158	2_Myf6_5d.nodup_peak_6289_lociStitched		Katnal2,Pias2	Pias2	829
chr9	58294681	58295944	3_Myf6_5d.nodup_peak_12946_lociStitched	Loxl1	Pml,Stoml1	Loxl1	830
chr17	28007006	28022068	4_Myf6_5d.nodup_peak_5486_lociStitched	Anks1		Tcp11	831
chr1	34120112	34121310	2_Myf6_5d.nodup_peak_98_lociStitched	Dst	Dst	Dst	832
chr4	152246105	152253477	2_Myf6_5d.nodup_peak_9474_lociStitched	Acot7	Gpr153,Hes3,Icmt	Gpr153	833
chr17	28556724	28557996	2_Myf6_5d.nodup_peak_5499_lociStitched		Armc12,Clps,Lhfpl5,Clpsl2	Clps	835
chr3	97007255	97015436	2_Myf6_5d.nodup_peak_8263_lociStitched		Gja5	Gja5	837
chr9	120734061	120745984	2_Myf6_5d.nodup_peak_13376_lociStitched			5830454E08Rik	839
chr1	185229542	185230210	2_Myf6_5d.nodup_peak_964_lociStitched	Rab3gap2	Snora36b,Mir664	Snora36b	840
chr9	78537297	78547184	3_Myf6_5d.nodup_peak_13142_lociStitched	Slc17a5		Slc17a5	841
chr8	72460181	72469575	2_Myf6_5d.nodup_peak_12182_lociStitched	Cherp,1700030K09Rik	Calr3,Slc35e1,Eps15l1	Cherp	843
chr17	73118765	73126648	3_Myf6_5d.nodup_peak_5773_lociStitched	Lclat1		Lclat1	844
chr10	119013894	119016425	2_Myf6_5d.nodup_peak_1701_lociStitched			1700064J06Rik	846
chr13	41660096	41662941	2_Myf6_5d.nodup_peak_3439_lociStitched		Gm5082	Gm5082	847
chr4	58714267	58716692	2_Myf6_5d.nodup_peak_8845_lociStitched			Olfr267	848
chr1	191661167	191662440	2_Myf6_5d.nodup_peak_1013_lociStitched			Lpgat1	849
chr7	46314696	46317235	2_Myf6_5d.nodup_peak_11272_lociStitched			Myod1	851
chr2	148717217	148721316	2_Myf6_5d.nodup_peak_7614_lociStitched	Napb	Nxt1,Cstl1,Gzf1	Napb	853
chr17	74264609	74270657	3_Myf6_5d.nodup_peak_5785_lociStitched	Memo1	Dpy30	Memo1	854
chr11	86920298	86922305	3_Myf6_5d.nodup_peak_2293_lociStitched			Ypel2	855
chr9	21449721	21452189	3_Myf6_5d.nodup_peak_12696_lociStitched	Dnm2	Qtrt1,Gm16853,Mir199a-1	Dnm2	856
chr2	58001630	58007340	2_Myf6_5d.nodup_peak_7101_lociStitched	Galnt5	Ermn	Galnt5	858
chr1	90273411	90280230	2_Myf6_5d.nodup_peak_468_lociStitched			Cxcr7	860
chr1	37336035	37342172	3_Myf6_5d.nodup_peak_144_lociStitched	Inpp4a	Inpp4a	Inpp4a	861
chr15	12211711	12224422	2_Myf6_5d.nodup_peak_4170_lociStitched	Mtmr12	Mir1898	Mtmr12	864
chr10	96371070	96375328	2_Myf6_5d.nodup_peak_1633_lociStitched			Btg1	865
chr2	122305194	122306362	3_Myf6_5d.nodup_peak_7466_lociStitched	Duoxa1	Duox2,Duoxa2,Duox1	Duoxa2	866
chr6	120274925	120277324	2_Myf6_5d.nodup_peak_10930_lociStitched	B4galnt3		B4galnt3	867
chr1	193197939	193214329	3_Myf6_5d.nodup_peak_1031_lociStitched	Traf3ip3	A130010J15Rik,Irf6,Hsd11b1	Traf3ip3	868
chr14	31557388	31565130	3_Myf6_5d.nodup_peak_3945_lociStitched	Colq		Colq	871
chr7	28382671	28386785	2_Myf6_5d.nodup_peak_11180_lociStitched	Med29	Rps16,AF357399,Paf1,Plekhg2,Supt5,Zfp36,Samd4b	Zfp36	873
chr3	101912125	101916821	2_Myf6_5d.nodup_peak_8313_lociStitched	Slc22a15		Slc22a15	874
chr1	176933490	176949604	3_Myf6_5d.nodup_peak_882_lociStitched	Sdccag8		Hmga2-ps1	875
chr18	80287533	80289273	3_Myf6_5d.nodup_peak_6312_lociStitched	Pqlc1	Hsbp1l1,Pqlc1	Pqlc1	876
chr1	133069250	133072233	2_Myf6_5d.nodup_peak_647_lociStitched	Pik3c2b	Mdm4	Pik3c2b	877
chr18	60867018	60870285	2_Myf6_5d.nodup_peak_6149_lociStitched		Tcof1,Arsi	Tcof1	878
chr4	134351986	134356503	3_Myf6_5d.nodup_peak_9254_lociStitched	Slc30a2,Extl1	Trim63,Pafah2	Slc30a2	879
chr15	27907701	27919048	2_Myf6_5d.nodup_peak_4215_lociStitched	Trio		Trio	882
chr10	25876871	25884768	2_Myf6_5d.nodup_peak_1157_lociStitched	Mir680-3	4930401C15Rik	Mir680-3	883
chr9	56132200	56152385	2_Myf6_5d.nodup_peak_12912_lociStitched, 4_Mef2Da2_5d_peak_9051_lociStitched	Tspan3	Pstpip1	Tspan3	884, 249
chr19	7585265	7592379	2_Myf6_5d.nodup_peak_6418_lociStitched	Pla2g16	Hrasls5,Lgals12	Lgals12	886
chr11	31724603	31738378	3_Myf6_5d.nodup_peak_1907_lociStitched			Bod1	887
chr17	29247908	29254023	3_Myf6_5d.nodup_peak_5512_lociStitched	Ppil1	Cpne5,BC004004	Ppil1	888
chr8	46850677	46852691	2_Myf6_5d.nodup_peak_12085_lociStitched			Irf2	889
chr11	58211155	58223947	2_Myf6_5d.nodup_peak_2036_lociStitched	Irgm2	Mrpl22,Gm12250,Igtp,Gemin5	Irgm2	890
chr16	44215544	44221766	2_Myf6_5d.nodup_peak_5081_lociStitched, 3_Mef2Da2_5d_peak_3898_lociStitched	Gm608		Gm608	892, 387
chr7	112180302	112192439	2_Myf6_5d.nodup_peak_11674_lociStitched		Dkk3,Mical2	Dkk3	893
chr3	52603212	52605762	2_Myf6_5d.nodup_peak_8042_lociStitched			Gm2447	895
